T,power,danger,structure,coverage
64200,0.02062,-0.11646,-0.00253,0.284
64300,0.02172,-0.11694,-0.00240,0.285
64400,0.02099,-0.11666,-0.00297,0.285
64500,0.01944,-0.11665,-0.00291,0.284
64600,0.01917,-0.11766,-0.00284,0.284
64700,0.02046,-0.11830,-0.00287,0.286
64800,0.02027,-0.11850,-0.00297,0.286
64900,0.02108,-0.11971,-0.00341,0.286
65000,0.02104,-0.12055,-0.00345,0.286
65100,0.02351,-0.12111,-0.00311,0.286
65200,0.02383,-0.12124,-0.00340,0.286
65300,0.02495,-0.12151,-0.00381,0.287
65400,0.02435,-0.12109,-0.00392,0.287
65500,0.02381,-0.12069,-0.00369,0.286
65600,0.02335,-0.12082,-0.00363,0.288
65700,0.02332,-0.12101,-0.00400,0.288
65800,0.02271,-0.11939,-0.00466,0.287
65900,0.02174,-0.11928,-0.00473,0.285
66000,0.02346,-0.11955,-0.00463,0.284
66100,0.02418,-0.12040,-0.00413,0.284
66200,0.02391,-0.12069,-0.00407,0.284
66300,0.02450,-0.12099,-0.00372,0.284
66400,0.02700,-0.12167,-0.00379,0.284
66500,0.02819,-0.12206,-0.00378,0.284
66600,0.02799,-0.12209,-0.00378,0.284
66700,0.02788,-0.12267,-0.00409,0.283
66800,0.02816,-0.12339,-0.00429,0.283
66900,0.02843,-0.12364,-0.00435,0.284
67000,0.02877,-0.12393,-0.00450,0.284
67100,0.02979,-0.12336,-0.00445,0.283
67200,0.03038,-0.12327,-0.00427,0.283
67300,0.03104,-0.12405,-0.00423,0.282
67400,0.03101,-0.12378,-0.00470,0.281
67500,0.03163,-0.12358,-0.00460,0.281
67600,0.03082,-0.12245,-0.00436,0.281
67700,0.03102,-0.12115,-0.00401,0.281
67800,0.03026,-0.12163,-0.00395,0.282
67900,0.03079,-0.12281,-0.00327,0.283
68000,0.03127,-0.12320,-0.00328,0.284
68100,0.03121,-0.12454,-0.00320,0.284
68200,0.03020,-0.12416,-0.00324,0.284
68300,0.02897,-0.12332,-0.00340,0.284
68400,0.02912,-0.12381,-0.00328,0.283
68500,0.03012,-0.12447,-0.00291,0.284
68600,0.03062,-0.12503,-0.00333,0.284
68700,0.02957,-0.12605,-0.00274,0.285
68800,0.02859,-0.12638,-0.00270,0.285
68900,0.02928,-0.12657,-0.00243,0.284
69000,0.02923,-0.12691,-0.00216,0.283
69100,0.02905,-0.12716,-0.00238,0.283
69200,0.02897,-0.12634,-0.00227,0.283
69300,0.02990,-0.12647,-0.00227,0.284
69400,0.02944,-0.12724,-0.00199,0.284
69500,0.03044,-0.12741,-0.00200,0.283
69600,0.03006,-0.12656,-0.00176,0.283
69700,0.03035,-0.12704,-0.00181,0.284
69800,0.03105,-0.12811,-0.00119,0.285
69900,0.03193,-0.12937,-0.00143,0.285
70000,0.03316,-0.12984,-0.00151,0.285
70100,0.03396,-0.12927,-0.00169,0.284
70200,0.03389,-0.12979,-0.00156,0.284
70300,0.03388,-0.13009,-0.00112,0.283
70400,0.03450,-0.13092,-0.00122,0.282
70500,0.03444,-0.13192,-0.00096,0.282
70600,0.03308,-0.13252,-0.00104,0.282
70700,0.03269,-0.13268,-0.00119,0.283
70800,0.03085,-0.13288,-0.00090,0.283
70900,0.03097,-0.13299,-0.00094,0.282
71000,0.03203,-0.13366,-0.00099,0.282
71100,0.03215,-0.13372,-0.00111,0.283
71200,0.03203,-0.13409,-0.00136,0.282
71300,0.03181,-0.13394,-0.00123,0.282
71400,0.03167,-0.13378,-0.00090,0.282
71500,0.03172,-0.13390,-0.00080,0.281
71600,0.03042,-0.13349,-0.00118,0.281
71700,0.02833,-0.13247,-0.00112,0.282
71800,0.02685,-0.13355,-0.00135,0.282
71900,0.02624,-0.13409,-0.00145,0.281
72000,0.02636,-0.13395,-0.00175,0.282
72100,0.02628,-0.13384,-0.00169,0.283
72200,0.02661,-0.13455,-0.00158,0.283
72300,0.02619,-0.13492,-0.00206,0.284
72400,0.02623,-0.13606,-0.00152,0.285
72500,0.02706,-0.13631,-0.00192,0.285
72600,0.02729,-0.13694,-0.00217,0.286
72700,0.02748,-0.13844,-0.00223,0.286
72800,0.02602,-0.13840,-0.00200,0.287
72900,0.02549,-0.13829,-0.00209,0.288
73000,0.02633,-0.13869,-0.00228,0.289
73100,0.02668,-0.13854,-0.00216,0.289
73200,0.02556,-0.13859,-0.00247,0.288
73300,0.02572,-0.13832,-0.00254,0.289
73400,0.02602,-0.13863,-0.00268,0.289
73500,0.02499,-0.13791,-0.00266,0.288
73600,0.02521,-0.13794,-0.00265,0.288
73700,0.02546,-0.13815,-0.00263,0.288
73800,0.02583,-0.13867,-0.00258,0.289
73900,0.02690,-0.13756,-0.00301,0.290
74000,0.02628,-0.13739,-0.00303,0.291
74100,0.02733,-0.13789,-0.00296,0.291
74200,0.02806,-0.13739,-0.00325,0.291
74300,0.02756,-0.13626,-0.00369,0.290
74400,0.02917,-0.13553,-0.00331,0.290
74500,0.03000,-0.13608,-0.00309,0.291
74600,0.03007,-0.13566,-0.00307,0.290
74700,0.02951,-0.13565,-0.00323,0.289
74800,0.03001,-0.13560,-0.00345,0.289
74900,0.03009,-0.13640,-0.00312,0.288
75000,0.03003,-0.13563,-0.00277,0.289
75100,0.02841,-0.13479,-0.00303,0.290
75200,0.02696,-0.13421,-0.00282,0.290
75300,0.02563,-0.13430,-0.00276,0.289
75400,0.02639,-0.13409,-0.00272,0.289
75500,0.02669,-0.13411,-0.00294,0.288
75600,0.02707,-0.13431,-0.00335,0.287
75700,0.02608,-0.13389,-0.00335,0.286
75800,0.02496,-0.13442,-0.00333,0.286
75900,0.02547,-0.13453,-0.00365,0.286
76000,0.02478,-0.13294,-0.00358,0.286
76100,0.02471,-0.13216,-0.00416,0.285
76200,0.02534,-0.13177,-0.00436,0.285
76300,0.02558,-0.13177,-0.00451,0.285
76400,0.02421,-0.13142,-0.00456,0.285
76500,0.02314,-0.13161,-0.00423,0.286
76600,0.02298,-0.13120,-0.00458,0.286
76700,0.02246,-0.13082,-0.00445,0.287
76800,0.02069,-0.13041,-0.00451,0.287
76900,0.01961,-0.12965,-0.00427,0.286
77000,0.01957,-0.12942,-0.00382,0.287
77100,0.01922,-0.12930,-0.00391,0.287
77200,0.01814,-0.12883,-0.00403,0.288
77300,0.01725,-0.12768,-0.00413,0.290
77400,0.01696,-0.12794,-0.00370,0.290
77500,0.01677,-0.12821,-0.00357,0.290
77600,0.01673,-0.12810,-0.00387,0.291
77700,0.01618,-0.12812,-0.00390,0.291
77800,0.01508,-0.12716,-0.00439,0.291
77900,0.01433,-0.12639,-0.00470,0.290
78000,0.01401,-0.12538,-0.00479,0.289
78100,0.01221,-0.12385,-0.00496,0.289
78200,0.01209,-0.12394,-0.00483,0.288
78300,0.01266,-0.12463,-0.00436,0.288
78400,0.01253,-0.12454,-0.00461,0.288
78500,0.01126,-0.12363,-0.00470,0.288
78600,0.01147,-0.12295,-0.00445,0.288
78700,0.01254,-0.12188,-0.00447,0.287
78800,0.01239,-0.12171,-0.00441,0.287
78900,0.01266,-0.12172,-0.00492,0.287
79000,0.01295,-0.12132,-0.00503,0.286
79100,0.01233,-0.12056,-0.00412,0.286
79200,0.01317,-0.12117,-0.00418,0.286
79300,0.01238,-0.12058,-0.00453,0.285
79400,0.01215,-0.11846,-0.00453,0.286
79500,0.01184,-0.11759,-0.00483,0.286
79600,0.01177,-0.11617,-0.00466,0.287
79700,0.01038,-0.11458,-0.00464,0.287
79800,0.00987,-0.11415,-0.00519,0.286
79900,0.00997,-0.11374,-0.00481,0.285
80000,0.01010,-0.11387,-0.00431,0.284
80100,0.00934,-0.11386,-0.00404,0.285
80200,0.00902,-0.11339,-0.00411,0.285
80300,0.00958,-0.11346,-0.00429,0.286
80400,0.00895,-0.11302,-0.00452,0.287
80500,0.00863,-0.11279,-0.00486,0.287
80600,0.00951,-0.11209,-0.00503,0.286
80700,0.00913,-0.11134,-0.00475,0.286
80800,0.01037,-0.11053,-0.00459,0.287
80900,0.01009,-0.10986,-0.00435,0.288
81000,0.00920,-0.10929,-0.00431,0.289
81100,0.00860,-0.10850,-0.00461,0.288
81200,0.00853,-0.10829,-0.00406,0.288
81300,0.00787,-0.10812,-0.00434,0.289
81400,0.00846,-0.10874,-0.00445,0.288
81500,0.00794,-0.10718,-0.00429,0.288
81600,0.00742,-0.10656,-0.00425,0.288
81700,0.00859,-0.10571,-0.00460,0.288
81800,0.00835,-0.10489,-0.00464,0.287
81900,0.00800,-0.10444,-0.00441,0.288
82000,0.00822,-0.10505,-0.00451,0.288
82100,0.00994,-0.10598,-0.00464,0.288
82200,0.01033,-0.10653,-0.00486,0.289
82300,0.01021,-0.10605,-0.00436,0.288
82400,0.01062,-0.10565,-0.00412,0.288
82500,0.01084,-0.10587,-0.00393,0.288
82600,0.01067,-0.10572,-0.00402,0.287
82700,0.01045,-0.10489,-0.00367,0.286
82800,0.01041,-0.10423,-0.00397,0.285
82900,0.01069,-0.10440,-0.00397,0.284
83000,0.01094,-0.10409,-0.00423,0.284
83100,0.01142,-0.10507,-0.00446,0.284
83200,0.01247,-0.10593,-0.00401,0.284
83300,0.01281,-0.10690,-0.00394,0.284
83400,0.01335,-0.10678,-0.00353,0.285
83500,0.01532,-0.10763,-0.00334,0.285
83600,0.01591,-0.10806,-0.00283,0.285
83700,0.01727,-0.10898,-0.00285,0.286
83800,0.01721,-0.10944,-0.00260,0.284
83900,0.01633,-0.11041,-0.00196,0.284
84000,0.01511,-0.10920,-0.00130,0.284
84100,0.01378,-0.10869,-0.00162,0.284
84200,0.01302,-0.10906,-0.00163,0.284
84300,0.01301,-0.10989,-0.00127,0.285
84400,0.01282,-0.11101,-0.00099,0.286
84500,0.01229,-0.10950,-0.00126,0.287
84600,0.01160,-0.10796,-0.00135,0.287
84700,0.01210,-0.10643,-0.00088,0.287
84800,0.01141,-0.10619,-0.00019,0.288
84900,0.01105,-0.10569,-0.00005,0.288
85000,0.01074,-0.10524,-0.00033,0.288
85100,0.01030,-0.10508,0.00012,0.288
85200,0.01161,-0.10634,0.00022,0.288
85300,0.01243,-0.10639,0.00049,0.289
85400,0.01194,-0.10644,0.00023,0.288
85500,0.01126,-0.10613,0.00024,0.288
85600,0.01048,-0.10576,0.00034,0.289
85700,0.01116,-0.10561,0.00040,0.289
85800,0.01198,-0.10561,0.00032,0.288
85900,0.01127,-0.10477,0.00028,0.289
86000,0.01207,-0.10656,-0.00005,0.290
86100,0.01185,-0.10689,-0.00007,0.291
86200,0.01246,-0.10648,0.00005,0.291
86300,0.01349,-0.10602,0.00009,0.292
86400,0.01332,-0.10564,0.00024,0.292
86500,0.01466,-0.10496,-0.00005,0.292
86600,0.01513,-0.10542,-0.00019,0.292
86700,0.01592,-0.10595,-0.00023,0.291
86800,0.01688,-0.10569,-0.00032,0.290
86900,0.01792,-0.10662,-0.00048,0.290
87000,0.01727,-0.10678,-0.00083,0.290
87100,0.01627,-0.10735,-0.00073,0.290
87200,0.01594,-0.10817,-0.00051,0.290
87300,0.01603,-0.10941,-0.00033,0.288
87400,0.01542,-0.10936,-0.00055,0.289
87500,0.01455,-0.10962,-0.00043,0.287
87600,0.01472,-0.10949,0.00026,0.287
87700,0.01541,-0.10996,0.00023,0.288
87800,0.01733,-0.11109,0.00037,0.287
87900,0.01844,-0.11208,0.00020,0.288
88000,0.01857,-0.11361,-0.00043,0.289
88100,0.02082,-0.11543,-0.00038,0.289
88200,0.02088,-0.11634,-0.00030,0.290
88300,0.02114,-0.11645,-0.00054,0.291
88400,0.02084,-0.11692,-0.00065,0.292
88500,0.02036,-0.11771,-0.00073,0.293
88600,0.01963,-0.11794,-0.00075,0.292
88700,0.01989,-0.11844,-0.00085,0.292
88800,0.02005,-0.11819,-0.00077,0.292
88900,0.01953,-0.11737,-0.00035,0.293
89000,0.01936,-0.11749,0.00018,0.294
89100,0.01977,-0.11825,0.00011,0.294
89200,0.01897,-0.11844,0.00014,0.294
89300,0.01857,-0.11804,0.00008,0.294
89400,0.01855,-0.11882,0.00015,0.293
89500,0.01892,-0.11850,0.00029,0.292
89600,0.01909,-0.12000,0.00017,0.291
89700,0.02078,-0.12214,0.00011,0.291
89800,0.02036,-0.12189,-0.00000,0.291
89900,0.01982,-0.12198,-0.00011,0.292
90000,0.01856,-0.12154,-0.00065,0.292
90100,0.01777,-0.12100,-0.00046,0.292
90200,0.01786,-0.12053,-0.00059,0.292
90300,0.01748,-0.12121,-0.00047,0.291
90400,0.01734,-0.12114,-0.00024,0.291
90500,0.01742,-0.12093,-0.00016,0.291
90600,0.01670,-0.12101,-0.00001,0.292
90700,0.01673,-0.12133,-0.00032,0.293
90800,0.01710,-0.12185,-0.00069,0.294
90900,0.01662,-0.12274,-0.00099,0.294
91000,0.01610,-0.12244,-0.00110,0.292
91100,0.01587,-0.12071,-0.00090,0.291
91200,0.01549,-0.12077,-0.00146,0.292
91300,0.01648,-0.12060,-0.00138,0.292
91400,0.01630,-0.11945,-0.00135,0.291
91500,0.01600,-0.12002,-0.00119,0.292
91600,0.01682,-0.11992,-0.00077,0.292
91700,0.01792,-0.12133,-0.00024,0.293
91800,0.01687,-0.12206,-0.00014,0.294
91900,0.01741,-0.12276,-0.00004,0.293
92000,0.01702,-0.12288,0.00005,0.293
92100,0.01615,-0.12293,0.00018,0.293
92200,0.01534,-0.12298,0.00055,0.292
92300,0.01568,-0.12349,0.00058,0.293
92400,0.01359,-0.12346,0.00057,0.292
92500,0.01250,-0.12346,0.00029,0.292
92600,0.01272,-0.12369,0.00046,0.291
92700,0.01208,-0.12338,0.00030,0.291
92800,0.01223,-0.12374,0.00056,0.290
92900,0.01170,-0.12364,0.00042,0.290
93000,0.01116,-0.12346,0.00062,0.289
93100,0.01163,-0.12375,0.00086,0.290
93200,0.01126,-0.12323,0.00032,0.290
93300,0.01032,-0.12228,0.00036,0.290
93400,0.00958,-0.12212,0.00055,0.289
93500,0.00771,-0.12205,0.00039,0.289
93600,0.00672,-0.12155,-0.00018,0.289
93700,0.00585,-0.12072,-0.00025,0.288
93800,0.00633,-0.12072,-0.00036,0.288
93900,0.00673,-0.11996,-0.00061,0.287
94000,0.00770,-0.11994,-0.00100,0.287
94100,0.00744,-0.12054,-0.00079,0.288
94200,0.00880,-0.12114,-0.00085,0.288
94300,0.00932,-0.12008,-0.00080,0.288
94400,0.00869,-0.11919,-0.00116,0.287
94500,0.00808,-0.12024,-0.00108,0.287
94600,0.00935,-0.12105,-0.00101,0.287
94700,0.01019,-0.12253,-0.00130,0.287
94800,0.01155,-0.12226,-0.00192,0.286
94900,0.01137,-0.12199,-0.00238,0.286
95000,0.01194,-0.12199,-0.00212,0.286
95100,0.01249,-0.12186,-0.00251,0.285
95200,0.01194,-0.12175,-0.00284,0.284
95300,0.01063,-0.12072,-0.00302,0.283
95400,0.01045,-0.12083,-0.00308,0.283
95500,0.01161,-0.12099,-0.00299,0.284
95600,0.01162,-0.12020,-0.00289,0.284
95700,0.01157,-0.12036,-0.00305,0.284
95800,0.01355,-0.12081,-0.00284,0.284
95900,0.01392,-0.12060,-0.00283,0.285
96000,0.01263,-0.11916,-0.00304,0.284
96100,0.01232,-0.11874,-0.00298,0.284
96200,0.01141,-0.11875,-0.00305,0.284
96300,0.00957,-0.11869,-0.00302,0.283
96400,0.00953,-0.11884,-0.00263,0.283
96500,0.00885,-0.11857,-0.00272,0.284
96600,0.00854,-0.11774,-0.00235,0.283
96700,0.00791,-0.11761,-0.00257,0.283
96800,0.00797,-0.11806,-0.00251,0.284
96900,0.00829,-0.11850,-0.00277,0.284
97000,0.00791,-0.11787,-0.00276,0.284
97100,0.00838,-0.11752,-0.00286,0.284
97200,0.00859,-0.11645,-0.00299,0.284
97300,0.00812,-0.11628,-0.00316,0.284
97400,0.00882,-0.11638,-0.00284,0.285
97500,0.00987,-0.11633,-0.00295,0.285
97600,0.00981,-0.11657,-0.00289,0.286
97700,0.00921,-0.11592,-0.00288,0.285
97800,0.00857,-0.11506,-0.00277,0.285
97900,0.00850,-0.11426,-0.00240,0.286
98000,0.00893,-0.11337,-0.00233,0.285
98100,0.00851,-0.11289,-0.00221,0.285
98200,0.00844,-0.11236,-0.00253,0.285
98300,0.00817,-0.11259,-0.00270,0.283
98400,0.00813,-0.11140,-0.00294,0.283
98500,0.00827,-0.11054,-0.00278,0.281
98600,0.00816,-0.11030,-0.00330,0.280
98700,0.00699,-0.11026,-0.00343,0.281
98800,0.00729,-0.10945,-0.00339,0.280
98900,0.00646,-0.10969,-0.00322,0.279
99000,0.00687,-0.10878,-0.00367,0.278
99100,0.00639,-0.10809,-0.00413,0.278
99200,0.00542,-0.10640,-0.00437,0.279
99300,0.00552,-0.10582,-0.00414,0.280
99400,0.00573,-0.10590,-0.00410,0.280
99500,0.00620,-0.10680,-0.00443,0.280
99600,0.00711,-0.10708,-0.00477,0.281
99700,0.00790,-0.10593,-0.00480,0.282
99800,0.00784,-0.10469,-0.00508,0.282
99900,0.00807,-0.10322,-0.00530,0.282
100000,0.00845,-0.10325,-0.00544,0.282
100100,0.00867,-0.10330,-0.00632,0.282
100200,0.00699,-0.10284,-0.00706,0.282
100300,0.00681,-0.10224,-0.00772,0.283
100400,0.00758,-0.10234,-0.00785,0.282
100500,0.00773,-0.10183,-0.00766,0.282
100600,0.00765,-0.10101,-0.00739,0.281
100700,0.00733,-0.10119,-0.00738,0.280
100800,0.00608,-0.10086,-0.00747,0.278
100900,0.00664,-0.09917,-0.00743,0.278
101000,0.00815,-0.09915,-0.00787,0.279
101100,0.00917,-0.10121,-0.00770,0.279
101200,0.00971,-0.10210,-0.00759,0.278
101300,0.00931,-0.10171,-0.00744,0.277
101400,0.00889,-0.10216,-0.00755,0.277
101500,0.00908,-0.10220,-0.00802,0.276
101600,0.00851,-0.10285,-0.00859,0.275
101700,0.00763,-0.10288,-0.00915,0.275
101800,0.00897,-0.10112,-0.00916,0.274
101900,0.00901,-0.10056,-0.00946,0.274
102000,0.00875,-0.09909,-0.00923,0.274
102100,0.00845,-0.09814,-0.00924,0.274
102200,0.00901,-0.09827,-0.00936,0.274
102300,0.00941,-0.09771,-0.00963,0.273
102400,0.01031,-0.09703,-0.01012,0.273
102500,0.01113,-0.09595,-0.00981,0.274
102600,0.01078,-0.09550,-0.00971,0.274
102700,0.01135,-0.09498,-0.00979,0.275
102800,0.01147,-0.09336,-0.00995,0.277
102900,0.01229,-0.09379,-0.00978,0.277
103000,0.01174,-0.09405,-0.00983,0.278
103100,0.01088,-0.09265,-0.01009,0.278
103200,0.00960,-0.09252,-0.00991,0.276
103300,0.00903,-0.09233,-0.01004,0.276
103400,0.00851,-0.09166,-0.01050,0.277
103500,0.00880,-0.09134,-0.01061,0.276
103600,0.00874,-0.09155,-0.01005,0.277
103700,0.00830,-0.09225,-0.00990,0.278
103800,0.00780,-0.09125,-0.00972,0.279
103900,0.00773,-0.09124,-0.00997,0.279
104000,0.00708,-0.09182,-0.01021,0.278
104100,0.00903,-0.09146,-0.00993,0.278
104200,0.00831,-0.09042,-0.01010,0.278
104300,0.00799,-0.09083,-0.01046,0.277
104400,0.00869,-0.09186,-0.01036,0.277
104500,0.00850,-0.09145,-0.01063,0.277
104600,0.00756,-0.09190,-0.01091,0.277
104700,0.00625,-0.09185,-0.01118,0.277
104800,0.00557,-0.09205,-0.01093,0.278
104900,0.00694,-0.09268,-0.01097,0.279
105000,0.00717,-0.09365,-0.01098,0.280
105100,0.00804,-0.09445,-0.01070,0.280
105200,0.00811,-0.09469,-0.01048,0.281
105300,0.00927,-0.09554,-0.01050,0.282
105400,0.00986,-0.09587,-0.01005,0.282
105500,0.00975,-0.09606,-0.01018,0.282
105600,0.00940,-0.09733,-0.01017,0.282
105700,0.00887,-0.09691,-0.00992,0.283
105800,0.00741,-0.09524,-0.01030,0.283
105900,0.00814,-0.09593,-0.00976,0.282
106000,0.00773,-0.09588,-0.00961,0.283
106100,0.00706,-0.09570,-0.00928,0.283
106200,0.00746,-0.09660,-0.00919,0.283
106300,0.00765,-0.09688,-0.00898,0.283
106400,0.00805,-0.09740,-0.00943,0.283
106500,0.00697,-0.09793,-0.00907,0.282
106600,0.00627,-0.09787,-0.00880,0.282
106700,0.00718,-0.09694,-0.00865,0.282
106800,0.00765,-0.09649,-0.00869,0.281
106900,0.00716,-0.09524,-0.00809,0.281
107000,0.00837,-0.09624,-0.00805,0.280
107100,0.00868,-0.09698,-0.00781,0.281
107200,0.00918,-0.09748,-0.00792,0.281
107300,0.00972,-0.09716,-0.00806,0.280
107400,0.00909,-0.09619,-0.00842,0.279
107500,0.00828,-0.09545,-0.00823,0.278
107600,0.00913,-0.09516,-0.00853,0.278
107700,0.00921,-0.09558,-0.00869,0.278
107800,0.00960,-0.09592,-0.00834,0.278
107900,0.00810,-0.09524,-0.00831,0.277
108000,0.00759,-0.09544,-0.00758,0.276
108100,0.00772,-0.09515,-0.00776,0.276
108200,0.00877,-0.09368,-0.00767,0.275
108300,0.00921,-0.09346,-0.00751,0.275
108400,0.01068,-0.09388,-0.00733,0.274
108500,0.01133,-0.09406,-0.00746,0.276
108600,0.01226,-0.09408,-0.00714,0.277
108700,0.01316,-0.09357,-0.00715,0.276
108800,0.01252,-0.09363,-0.00761,0.275
108900,0.01323,-0.09392,-0.00779,0.275
109000,0.01208,-0.09331,-0.00808,0.275
109100,0.01242,-0.09340,-0.00789,0.275
109200,0.01379,-0.09454,-0.00782,0.275
109300,0.01386,-0.09594,-0.00773,0.275
109400,0.01328,-0.09703,-0.00806,0.275
109500,0.01187,-0.09720,-0.00755,0.276
109600,0.01101,-0.09800,-0.00739,0.276
109700,0.00971,-0.09910,-0.00724,0.276
109800,0.01040,-0.10091,-0.00723,0.275
109900,0.01043,-0.10278,-0.00680,0.276
110000,0.01170,-0.10336,-0.00650,0.276
110100,0.01269,-0.10364,-0.00604,0.276
110200,0.01387,-0.10452,-0.00557,0.276
110300,0.01300,-0.10472,-0.00517,0.275
110400,0.01320,-0.10453,-0.00555,0.274
110500,0.01388,-0.10536,-0.00594,0.274
110600,0.01407,-0.10653,-0.00606,0.275
110700,0.01530,-0.10588,-0.00585,0.275
110800,0.01595,-0.10658,-0.00543,0.275
110900,0.01667,-0.10811,-0.00552,0.274
111000,0.01628,-0.10873,-0.00504,0.273
111100,0.01596,-0.10928,-0.00509,0.275
111200,0.01530,-0.10867,-0.00474,0.274
111300,0.01519,-0.10871,-0.00468,0.275
111400,0.01567,-0.10823,-0.00455,0.275
111500,0.01667,-0.10902,-0.00449,0.275
111600,0.01688,-0.10837,-0.00428,0.275
111700,0.01659,-0.10804,-0.00408,0.276
111800,0.01796,-0.10914,-0.00419,0.276
111900,0.01888,-0.10971,-0.00419,0.277
112000,0.01842,-0.11036,-0.00429,0.276
112100,0.01967,-0.11049,-0.00469,0.277
112200,0.02002,-0.11090,-0.00462,0.276
112300,0.01882,-0.11016,-0.00490,0.278
112400,0.01927,-0.10964,-0.00461,0.278
112500,0.01813,-0.11053,-0.00486,0.278
112600,0.01780,-0.11086,-0.00515,0.277
112700,0.01745,-0.11204,-0.00528,0.276
112800,0.01753,-0.11328,-0.00552,0.275
112900,0.01669,-0.11229,-0.00565,0.275
113000,0.01753,-0.11285,-0.00608,0.275
113100,0.01784,-0.11384,-0.00616,0.275
113200,0.01896,-0.11365,-0.00613,0.275
113300,0.01974,-0.11397,-0.00622,0.274
113400,0.02069,-0.11497,-0.00610,0.273
113500,0.02082,-0.11506,-0.00625,0.274
113600,0.01974,-0.11541,-0.00660,0.273
113700,0.01993,-0.11463,-0.00683,0.272
113800,0.02056,-0.11535,-0.00702,0.271
113900,0.02062,-0.11528,-0.00677,0.272
114000,0.02066,-0.11551,-0.00678,0.272
114100,0.01979,-0.11596,-0.00703,0.272
114200,0.01957,-0.11633,-0.00663,0.271
114300,0.01932,-0.11762,-0.00650,0.271
114400,0.01896,-0.11781,-0.00654,0.270
114500,0.02044,-0.11836,-0.00626,0.269
114600,0.02098,-0.11799,-0.00605,0.268
114700,0.02136,-0.11803,-0.00595,0.268
114800,0.02180,-0.11863,-0.00620,0.267
114900,0.02114,-0.11770,-0.00609,0.267
115000,0.02099,-0.11789,-0.00666,0.267
115100,0.02098,-0.11789,-0.00688,0.267
115200,0.02081,-0.11757,-0.00659,0.266
115300,0.01982,-0.11767,-0.00694,0.266
115400,0.01942,-0.11831,-0.00720,0.265
115500,0.01841,-0.11829,-0.00725,0.265
115600,0.01935,-0.11818,-0.00765,0.265
115700,0.01971,-0.11907,-0.00803,0.264
115800,0.02055,-0.12040,-0.00819,0.264
115900,0.01969,-0.12038,-0.00847,0.264
116000,0.02068,-0.12154,-0.00850,0.263
116100,0.02141,-0.12237,-0.00885,0.261
116200,0.02164,-0.12224,-0.00866,0.262
116300,0.02126,-0.12224,-0.00916,0.261
116400,0.02034,-0.12169,-0.00895,0.261
116500,0.02094,-0.12201,-0.00935,0.261
116600,0.02084,-0.12259,-0.00987,0.262
116700,0.01951,-0.12383,-0.00981,0.263
116800,0.01864,-0.12406,-0.00991,0.263
116900,0.01911,-0.12472,-0.01015,0.264
117000,0.01868,-0.12437,-0.01005,0.264
117100,0.01896,-0.12461,-0.01028,0.264
117200,0.02018,-0.12547,-0.00994,0.264
117300,0.02023,-0.12577,-0.01004,0.265
117400,0.02125,-0.12681,-0.01009,0.265
117500,0.02163,-0.12804,-0.01039,0.266
117600,0.02134,-0.12855,-0.01065,0.265
117700,0.02119,-0.12877,-0.01061,0.265
117800,0.02019,-0.12888,-0.01130,0.264
117900,0.02035,-0.12965,-0.01169,0.263
118000,0.02006,-0.13023,-0.01215,0.264
118100,0.01940,-0.12990,-0.01206,0.264
118200,0.01764,-0.13104,-0.01223,0.265
118300,0.01798,-0.13128,-0.01235,0.266
118400,0.01705,-0.13205,-0.01233,0.266
118500,0.01656,-0.13260,-0.01248,0.266
118600,0.01580,-0.13239,-0.01276,0.265
118700,0.01507,-0.13212,-0.01284,0.267
118800,0.01519,-0.13253,-0.01268,0.267
118900,0.01399,-0.13266,-0.01259,0.268
119000,0.01430,-0.13430,-0.01247,0.269
119100,0.01369,-0.13525,-0.01270,0.268
119200,0.01223,-0.13587,-0.01225,0.268
119300,0.01251,-0.13587,-0.01249,0.268
119400,0.01332,-0.13597,-0.01231,0.268
119500,0.01500,-0.13672,-0.01252,0.267
119600,0.01570,-0.13628,-0.01240,0.266
119700,0.01525,-0.13599,-0.01257,0.266
119800,0.01483,-0.13611,-0.01260,0.267
119900,0.01427,-0.13570,-0.01294,0.265
120000,0.01320,-0.13596,-0.01312,0.265
120100,0.01251,-0.13598,-0.01303,0.265
120200,0.01198,-0.13555,-0.01294,0.265
120300,0.01266,-0.13526,-0.01273,0.265
120400,0.01260,-0.13613,-0.01270,0.266
120500,0.01103,-0.13532,-0.01277,0.268
120600,0.01112,-0.13415,-0.01296,0.268
120700,0.01106,-0.13443,-0.01318,0.268
120800,0.01015,-0.13370,-0.01362,0.268
120900,0.00899,-0.13391,-0.01367,0.269
121000,0.00863,-0.13373,-0.01416,0.269
121100,0.00837,-0.13357,-0.01471,0.268
121200,0.00881,-0.13379,-0.01492,0.268
121300,0.00842,-0.13458,-0.01512,0.268
121400,0.00756,-0.13528,-0.01505,0.269
121500,0.00658,-0.13460,-0.01494,0.269
121600,0.00623,-0.13625,-0.01522,0.269
121700,0.00634,-0.13662,-0.01522,0.269
