i,word,power,danger
35,sofa,-0.319,-0.342
35,view,0.137,-0.427
36,betrayed,-0.199,0.451
36,easy,-0.056,-0.480
37,luxury,0.479,-0.183
37,represent,0.369,-0.234
38,saint,0.171,-0.397
38,order,0.269,-0.330
39,king,0.463,0.020
39,little,-0.428,-0.163
40,delightful,0.425,-0.134
40,beneath,-0.422,-0.131
41,poor,-0.538,0.133
41,clean,0.005,-0.464
42,delight,0.409,-0.204
42,reality,0.286,-0.288
43,small,-0.395,-0.250
43,big,0.418,-0.144
44,useless,-0.527,0.202
44,malice,-0.070,0.523
45,respected,0.430,-0.321
45,natural,-0.020,-0.520
46,ignorant,-0.417,0.249
46,respects,0.350,-0.310
47,confidence,0.442,-0.467
47,alone,-0.448,-0.121
48,worthy,0.293,-0.323
48,book,0.088,-0.414
49,fear,-0.200,0.534
49,misfortune,-0.205,0.479
50,tranquil,-0.091,-0.588
50,destruction,0.088,0.588
51,nice,0.295,-0.345
51,troop,0.212,0.236
52,danger,0.136,0.577
52,terror,-0.084,0.585
53,honest,0.276,-0.468
53,tiny,-0.427,-0.210
54,afraid,-0.297,0.533
54,little,-0.428,-0.163
55,kill,0.158,0.638
55,poor,-0.538,0.133
56,great,0.531,-0.204
56,pleased,0.455,-0.272
57,magnificence,0.602,0.013
57,wretched,-0.378,0.292
58,magnificent,0.614,-0.221
58,diamonds,0.602,-0.164
59,empty,-0.610,-0.011
59,devil,0.103,0.526
60,fear,-0.200,0.534
60,treasure,0.489,-0.232
61,danger,0.136,0.577
61,life,0.497,-0.209
62,adventure,0.530,-0.047
62,unfortunate,-0.440,0.287
63,success,0.758,-0.050
63,power,0.518,-0.022
64,intelligent,0.493,-0.258
64,eternal,0.381,-0.304
65,exhilarated,0.603,0.048
65,bed,-0.230,-0.308
66,useless,-0.527,0.202
66,hate,-0.140,0.544
67,produce,0.559,-0.117
67,great,0.531,-0.204
68,enthusiastic,0.619,-0.010
68,happiness,0.593,-0.158
69,evil,-0.040,0.560
69,death,-0.149,0.490
70,strong,0.608,-0.112
70,truth,0.321,-0.402
71,monster,0.094,0.569
71,dead,-0.467,0.279
72,suffer,-0.187,0.575
72,nothingness,-0.594,-0.090
73,wisdom,0.388,-0.432
73,laugh,0.368,-0.248
74,miserable,-0.463,0.277
74,life,0.497,-0.209
75,excellent,0.543,-0.264
75,marvellous,0.588,-0.046
76,joy,0.606,-0.111
76,admirable,0.529,-0.226
77,rich,0.544,-0.171
77,poor,-0.538,0.133
78,trouble,-0.068,0.476
78,alarmed,-0.007,0.447
79,beneath,-0.422,-0.131
79,discredit,-0.303,0.321
80,short,-0.461,0.055
80,good,0.180,-0.406
81,happy,0.558,-0.188
81,money,0.459,-0.160
82,bravery,0.581,-0.103
82,great,0.531,-0.204
83,dangerous,0.086,0.658
83,absent,-0.572,0.025
84,terrible,0.023,0.563
84,scolding,-0.115,0.536
85,asleep,-0.306,-0.361
85,god,0.416,-0.158
86,fear,-0.200,0.534
86,devil,0.103,0.526
87,grandeur,0.578,-0.060
87,family,0.281,-0.413
88,wasting,-0.475,0.255
88,army,0.373,0.256
89,grand,0.594,-0.106
89,charming,0.475,-0.180
90,magnificent,0.614,-0.221
90,genius,0.518,-0.144
91,perfect,0.493,-0.351
91,admirable,0.529,-0.226
92,peril,-0.014,0.607
92,nature,0.130,-0.470
93,monster,0.094,0.569
93,horror,-0.069,0.517
94,terrible,0.023,0.563
94,rest,-0.101,-0.532
95,wild,0.289,0.438
95,death,-0.149,0.490
96,natural,-0.020,-0.520
96,hangman,0.047,0.513
97,hate,-0.140,0.544
97,inspired,0.500,-0.189
98,wretch,-0.330,0.437
98,gaining,0.501,-0.146
99,waste,-0.453,0.325
99,poor,-0.538,0.133
100,life,0.497,-0.209
100,thank,0.177,-0.431
101,pleased,0.455,-0.272
101,ill,-0.473,0.234
102,die,-0.281,0.512
102,chill,0.014,-0.447
103,dying,-0.207,0.442
103,simple,-0.235,-0.374
104,great,0.531,-0.204
104,rest,-0.101,-0.532
105,powerful,0.695,-0.016
105,modest,-0.111,-0.447
106,calm,-0.162,-0.556
106,charity,0.143,-0.450
107,angel,0.186,-0.521
107,death,-0.149,0.490
108,freedom,0.548,-0.292
108,dead,-0.467,0.279
109,congratulate,0.525,-0.142
109,tyrant,0.108,0.528
110,kill,0.158,0.638
110,evil,-0.040,0.560
111,joy,0.606,-0.111
111,slavery,-0.292,0.507
112,destroy,0.079,0.634
112,wrath,0.000,0.617
113,revolution,0.366,0.350
113,enlightened,0.403,-0.276
114,burst,0.267,0.535
114,pity,-0.497,0.159
115,crime,0.092,0.621
115,mourn,-0.435,0.363
116,love,0.383,-0.341
116,true,0.367,-0.319
117,weep,-0.408,0.392
117,low,-0.526,-0.059
118,suffering,-0.326,0.487
118,elbow,-0.379,-0.226
119,explosion,0.247,0.569
119,death,-0.149,0.490
120,honest,0.276,-0.468
120,personality,0.413,-0.265
121,cheer,0.603,-0.106
121,prince,0.444,-0.290
122,wisdom,0.388,-0.432
122,enjoy,0.517,-0.166
123,palace,0.413,-0.254
123,cloud,-0.170,-0.433
124,riches,0.596,-0.181
124,future,0.469,-0.169
125,respect,0.325,-0.405
125,agony,-0.154,0.487
126,perfect,0.493,-0.351
126,ferocious,0.232,0.539
127,monster,0.094,0.569
127,great,0.531,-0.204
128,wrath,0.000,0.617
128,terrible,0.023,0.563
129,tranquil,-0.091,-0.588
129,progress,0.530,-0.161
130,leader,0.513,-0.166
130,low,-0.526,-0.059
131,effort,0.490,0.064
131,dying,-0.207,0.442
132,supreme,0.594,-0.068
132,death,-0.149,0.490
133,rich,0.544,-0.171
133,poor,-0.538,0.133
134,suffering,-0.326,0.487
134,dead,-0.467,0.279
135,pity,-0.497,0.159
135,scorned,-0.403,0.325
136,hatred,-0.120,0.571
136,blessing,0.318,-0.460
137,perfection,0.621,-0.088
137,grand,0.594,-0.106
138,greatness,0.684,-0.163
138,devil,0.103,0.526
139,great,0.531,-0.204
139,patriotic,0.504,-0.246
140,arrest,0.039,0.567
140,empire,0.525,0.042
141,presidency,0.529,-0.054
141,nature,0.130,-0.470
142,poor,-0.538,0.133
142,trouble,-0.068,0.476
143,intelligent,0.493,-0.258
143,distress,-0.126,0.539
144,poverty,-0.434,0.310
144,misery,-0.482,0.157
145,strongly,0.495,0.141
145,little,-0.428,-0.163
146,emperor,0.507,0.051
146,hostile,0.006,0.484
147,grand,0.594,-0.106
147,eternal,0.381,-0.304
148,generous,0.430,-0.410
148,patriotic,0.504,-0.246
149,danger,0.136,0.577
149,proud,0.568,-0.140
150,success,0.758,-0.050
150,crime,0.092,0.621
151,supreme,0.594,-0.068
151,sinister,0.061,0.548
152,great,0.531,-0.204
152,intelligent,0.493,-0.258
153,poor,-0.538,0.133
153,honor,0.497,-0.211
154,happy,0.558,-0.188
154,die,-0.281,0.512
155,weakly,-0.513,-0.019
155,emperor,0.507,0.051
156,fortune,0.592,-0.133
156,splendid,0.536,-0.108
157,rich,0.544,-0.171
157,palace,0.413,-0.254
158,progress,0.530,-0.161
158,pleasing,0.392,-0.324
159,prosperity,0.516,-0.217
159,eminence,0.470,-0.115
160,supreme,0.594,-0.068
160,dream,-0.117,-0.493
161,great,0.531,-0.204
161,vulgar,-0.095,0.520
162,dangerous,0.086,0.658
162,poverty,-0.434,0.310
163,success,0.758,-0.050
163,succeed,0.642,-0.114
164,happy,0.558,-0.188
164,splendor,0.519,-0.217
165,win,0.586,-0.159
165,battle,0.412,0.420
166,rich,0.544,-0.171
166,majesty,0.539,-0.144
167,respect,0.325,-0.405
167,virtue,0.406,-0.312
168,difficulties,-0.176,0.492
168,decay,-0.507,0.115
169,creation,0.515,-0.241
169,love,0.383,-0.341
170,life,0.497,-0.209
170,god,0.416,-0.158
171,chaos,-0.131,0.636
171,wrath,0.000,0.617
172,grand,0.594,-0.106
172,violent,0.090,0.574
173,combat,0.308,0.396
173,indestructible,0.501,-0.022
174,joy,0.606,-0.111
174,smiling,0.415,-0.219
175,easy,-0.056,-0.480
175,good,0.180,-0.406
176,strong,0.608,-0.112
176,majesty,0.539,-0.144
177,celebration,0.648,-0.078
177,confidence,0.442,-0.467
178,splendor,0.519,-0.217
178,serenity,0.060,-0.547
179,grandeur,0.578,-0.060
179,creation,0.515,-0.241
180,magnificent,0.614,-0.221
180,produce,0.559,-0.117
181,divine,0.521,-0.237
181,life,0.497,-0.209
182,sky,0.029,-0.519
182,dream,-0.117,-0.493
183,wisdom,0.388,-0.432
183,usurp,-0.083,0.488
184,great,0.531,-0.204
184,terrible,0.023,0.563
185,peril,-0.014,0.607
185,splendid,0.536,-0.108
186,powerful,0.695,-0.016
186,perfection,0.621,-0.088
187,superhuman,0.557,-0.039
187,love,0.383,-0.341
188,sadness,-0.568,0.164
188,suffering,-0.326,0.487
189,war,0.113,0.626
189,spectacle,0.462,-0.046
190,nothingness,-0.594,-0.090
190,terrify,-0.031,0.593
191,gigantic,0.561,0.027
191,respect,0.325,-0.405
192,life,0.497,-0.209
192,wretched,-0.378,0.292
193,twisted,-0.238,0.465
193,gray,-0.473,-0.133
194,quality,0.425,-0.311
194,emperor,0.507,0.051
195,beneath,-0.422,-0.131
195,fatigued,-0.393,0.199
196,proclamation,0.500,0.049
196,frightened,-0.199,0.459
197,honor,0.497,-0.211
197,truth,0.321,-0.402
198,brave,0.589,-0.054
198,glory,0.565,-0.149
199,cheer,0.603,-0.106
199,excellent,0.543,-0.264
200,money,0.459,-0.160
200,food,0.129,-0.401
201,low,-0.526,-0.059
201,worthy,0.293,-0.323
202,scrap,-0.485,0.124
202,small,-0.395,-0.250
203,afraid,-0.297,0.533
203,serene,-0.120,-0.478
204,dying,-0.207,0.442
204,hunger,-0.306,0.332
205,burst,0.267,0.535
205,hungry,-0.295,0.422
206,forward,0.325,-0.320
206,suspected,-0.076,0.410
207,polite,0.199,-0.390
207,paper,-0.320,-0.283
208,terror,-0.084,0.585
208,distrust,-0.300,0.426
209,evil,-0.040,0.560
209,sad,-0.471,0.069
210,sky,0.029,-0.519
210,engaged,0.466,-0.163
211,small,-0.395,-0.250
211,good,0.180,-0.406
212,vague,-0.495,0.034
212,exhausted,-0.440,0.207
213,energetic,0.639,0.020
213,suffering,-0.326,0.487
214,disagreeable,-0.393,0.416
214,low,-0.526,-0.059
215,gently,-0.011,-0.476
215,abruptly,0.063,0.396
216,threatened,-0.124,0.613
216,anger,0.122,0.499
217,gun,0.179,0.554
217,cheerful,0.491,-0.194
218,merry,0.540,-0.176
218,calming,-0.098,-0.557
219,happiness,0.593,-0.158
219,feeble,-0.559,0.080
220,enormous,0.446,0.002
220,shirt,-0.246,-0.371
221,respectable,0.384,-0.340
221,sleep,-0.203,-0.448
222,distrust,-0.300,0.426
222,embarrassment,-0.288,0.374
223,terror,-0.084,0.585
223,low,-0.526,-0.059
224,violently,0.055,0.600
224,shoot,0.091,0.594
225,suffering,-0.326,0.487
225,hunger,-0.306,0.332
226,vigorous,0.594,-0.055
226,ferocious,0.232,0.539
227,respectful,0.397,-0.391
227,miserable,-0.463,0.277
228,rose,-0.008,-0.423
228,tree,-0.140,-0.389
229,rest,-0.101,-0.532
229,sky,0.029,-0.519
230,poor,-0.538,0.133
230,sinister,0.061,0.548
231,desolate,-0.480,0.151
231,nature,0.130,-0.470
232,hope,0.298,-0.425
232,emperor,0.507,0.051
233,sleeping,-0.230,-0.437
233,money,0.459,-0.160
234,hungry,-0.295,0.422
234,charity,0.143,-0.450
235,wisdom,0.388,-0.432
235,great,0.531,-0.204
236,god,0.416,-0.158
236,saint,0.171,-0.397
237,inconvenience,-0.289,0.422
237,harmonious,0.324,-0.383
238,easily,0.052,-0.433
238,book,0.088,-0.414
239,vulgar,-0.095,0.520
239,frail,-0.514,0.044
240,cotton,-0.324,-0.407
240,short,-0.461,0.055
241,freedom,0.548,-0.292
241,peace,0.136,-0.550
242,poor,-0.538,0.133
242,angel,0.186,-0.521
243,evil,-0.040,0.560
243,familiar,0.204,-0.406
244,wise,0.330,-0.430
244,love,0.383,-0.341
245,satisfying,0.472,-0.196
245,vague,-0.495,0.034
246,dangerous,0.086,0.658
246,danger,0.136,0.577
247,catastrophe,0.163,0.575
247,terrible,0.023,0.563
248,protest,0.076,0.533
248,safe,0.293,-0.410
249,energetic,0.639,0.020
249,heroism,0.604,-0.024
250,violent,0.090,0.574
250,sinister,0.061,0.548
251,tranquil,-0.091,-0.588
251,terror,-0.084,0.585
252,prison,-0.115,0.402
252,today,-0.040,-0.361
253,sleep,-0.203,-0.448
253,chased,-0.152,0.444
254,hungry,-0.295,0.422
254,money,0.459,-0.160
255,learn,0.472,-0.128
255,convict,-0.015,0.467
256,dangerous,0.086,0.658
256,burglary,0.054,0.546
257,extraordinary,0.603,-0.167
257,joy,0.606,-0.111
258,rest,-0.101,-0.532
258,good,0.180,-0.406
259,scorned,-0.403,0.325
259,fool,-0.395,0.272
260,earn,0.540,-0.065
260,spent,-0.371,-0.003
261,bright,0.433,-0.250
261,gold,0.446,-0.181
262,gone,-0.457,-0.049
262,table,-0.289,-0.274
263,water,-0.076,-0.488
263,gently,-0.011,-0.476
264,suffer,-0.187,0.575
264,unfortunate,-0.440,0.287
265,hungry,-0.295,0.422
265,home,0.099,-0.413
266,happier,0.590,-0.162
266,sick,-0.494,0.223
267,wrath,0.000,0.617
267,joy,0.606,-0.111
268,blessing,0.318,-0.460
268,natural,-0.020,-0.520
269,poverty,-0.434,0.310
269,luxury,0.479,-0.183
270,ingenious,0.503,-0.040
270,glittering,0.451,-0.186
271,poor,-0.538,0.133
271,money,0.459,-0.160
272,revolution,0.366,0.350
272,family,0.281,-0.413
273,mistaken,-0.330,0.344
273,plenty,0.451,-0.145
274,rich,0.544,-0.171
274,great,0.531,-0.204
275,produce,0.559,-0.117
275,engage,0.430,0.017
276,comfortable,0.032,-0.542
276,easy,-0.056,-0.480
277,unfortunate,-0.440,0.287
277,convict,-0.015,0.467
278,future,0.469,-0.169
278,little,-0.428,-0.163
279,happy,0.558,-0.188
279,misfortune,-0.205,0.479
280,pity,-0.497,0.159
280,sore,-0.330,0.385
281,mother,0.333,-0.366
281,air,-0.110,-0.386
282,poor,-0.538,0.133
282,sleep,-0.203,-0.448
283,sister,0.168,-0.420
283,good,0.180,-0.406
284,order,0.269,-0.330
284,bed,-0.230,-0.308
285,peace,0.136,-0.550
285,horror,-0.069,0.517
286,monstrous,0.117,0.605
286,menace,0.189,0.554
287,assassin,0.090,0.613
287,god,0.416,-0.158
288,grand,0.594,-0.106
288,profit,0.356,-0.328
289,insignificant,-0.580,0.152
289,sluggish,-0.567,-0.074
290,died,-0.292,0.443
290,mother,0.333,-0.366
291,rude,-0.136,0.535
291,love,0.383,-0.341
292,famished,-0.245,0.330
292,falling,-0.186,0.356
293,little,-0.428,-0.163
293,down,-0.398,0.084
294,violent,0.090,0.574
294,annihilated,-0.212,0.475
295,gun,0.179,0.554
295,thief,-0.061,0.563
296,assassin,0.090,0.613
296,ferocious,0.232,0.539
297,victory,0.642,-0.136
297,abandonment,-0.434,0.208
298,great,0.531,-0.204
298,horrible,-0.117,0.552
299,unequal,-0.438,0.217
299,stifled,-0.247,0.342
300,poor,-0.538,0.133
300,life,0.497,-0.209
301,unlucky,-0.481,0.224
301,solitary,-0.448,-0.016
302,little,-0.428,-0.163
302,sister,0.168,-0.420
303,wait,-0.467,-0.040
303,six,-0.331,-0.248
304,pity,-0.497,0.159
304,asleep,-0.306,-0.361
305,suffer,-0.187,0.575
305,less,-0.520,-0.026
306,afraid,-0.297,0.533
306,liberty,0.499,-0.248
307,crime,0.092,0.621
307,accomplish,0.525,-0.178
308,rebellion,0.215,0.431
308,absence,-0.469,0.058
309,disaster,-0.069,0.570
309,theft,-0.083,0.512
310,despair,-0.236,0.470
310,unhappiness,-0.347,0.379
311,hardship,-0.084,0.482
311,recognized,0.374,-0.288
312,die,-0.281,0.512
312,poor,-0.538,0.133
313,violently,0.055,0.600
313,fatal,-0.081,0.508
314,delinquent,-0.031,0.603
314,ferocious,0.232,0.539
315,suffer,-0.187,0.575
315,penalty,-0.411,0.299
316,outrageous,0.194,0.567
316,suffering,-0.326,0.487
317,punishment,-0.026,0.527
317,truth,0.321,-0.402
318,war,0.113,0.626
318,weapon,0.180,0.571
319,fortify,0.574,0.064
319,hate,-0.140,0.544
320,slavery,-0.292,0.507
320,evil,-0.040,0.560
321,low,-0.526,-0.059
321,unhappiness,-0.347,0.379
322,divine,0.521,-0.237
322,splendor,0.519,-0.217
323,hell,0.008,0.638
323,wrath,0.000,0.617
324,misery,-0.482,0.157
324,clear,0.148,-0.374
325,misfortune,-0.205,0.479
325,vagueness,-0.460,0.120
326,suffering,-0.326,0.487
326,hideous,-0.209,0.461
327,opportunity,0.576,-0.134
327,ferocious,0.232,0.539
328,violent,0.090,0.574
328,wild,0.289,0.438
329,admirable,0.529,-0.226
329,worth,0.471,-0.246
330,skill,0.510,-0.098
330,strength,0.496,-0.078
331,demon,-0.029,0.617
331,terrible,0.023,0.563
332,monstrous,0.117,0.605
332,terror,-0.084,0.585
333,dazzling,0.551,0.017
333,emperor,0.507,0.051
334,cruelty,-0.017,0.528
334,misfortune,-0.205,0.479
335,dream,-0.117,-0.493
335,convict,-0.015,0.467
336,positive,0.490,-0.310
336,radiant,0.507,-0.119
337,evil,-0.040,0.560
337,action,0.538,0.099
338,wrath,0.000,0.617
338,hatred,-0.120,0.571
339,dangerous,0.086,0.658
339,fatal,-0.081,0.508
340,hurricane,0.266,0.562
340,desperate,-0.162,0.530
341,rest,-0.101,-0.532
341,water,-0.076,-0.488
342,furiously,0.098,0.616
342,drown,-0.208,0.549
343,tortured,-0.132,0.580
343,strength,0.496,-0.078
344,sky,0.029,-0.519
344,death,-0.149,0.490
345,monstrous,0.117,0.605
345,wild,0.289,0.438
346,nothingness,-0.594,-0.090
346,useless,-0.527,0.202
347,troubles,-0.222,0.559
347,corpse,-0.321,0.390
348,earnings,0.561,-0.197
348,liberty,0.499,-0.248
349,intelligent,0.493,-0.258
349,pleased,0.455,-0.272
350,owner,0.417,-0.217
350,little,-0.428,-0.163
351,aroused,0.440,0.168
351,liberation,0.435,-0.083
352,sleep,-0.203,-0.448
352,gloom,-0.448,0.185
353,losing,-0.323,0.423
353,easily,0.052,-0.433
354,six,-0.331,-0.248
354,table,-0.289,-0.274
355,true,0.367,-0.319
355,struggle,0.260,0.329
356,sinister,0.061,0.548
356,hideous,-0.209,0.461
357,cotton,-0.324,-0.407
357,meditation,-0.055,-0.470
358,bright,0.433,-0.250
358,quiet,-0.093,-0.486
359,low,-0.526,-0.059
359,small,-0.395,-0.250
360,easy,-0.056,-0.480
360,bed,-0.230,-0.308
361,short,-0.461,0.055
361,darkness,-0.209,0.355
362,command,0.355,0.268
362,stuck,-0.260,0.341
363,gently,-0.011,-0.476
363,gentleness,0.068,-0.464
364,energetic,0.639,0.020
364,action,0.538,0.099
365,fantastic,0.567,-0.190
365,terrible,0.023,0.563
366,earthquake,0.219,0.619
366,horrible,-0.117,0.552
367,perfect,0.493,-0.351
367,danger,0.136,0.577
368,tranquil,-0.091,-0.588
368,vague,-0.495,0.034
369,intelligent,0.493,-0.258
369,peacefully,0.152,-0.498
370,felicity,0.515,-0.146
370,hope,0.298,-0.425
371,glory,0.565,-0.149
371,calm,-0.162,-0.556
372,majestic,0.627,-0.148
372,confidence,0.442,-0.467
373,violent,0.090,0.574
373,evil,-0.040,0.560
374,divine,0.521,-0.237
374,nature,0.130,-0.470
375,terrifying,0.001,0.575
375,peace,0.136,-0.550
376,force,0.468,0.109
376,noise,-0.018,0.433
377,blessed,0.240,-0.440
377,grace,0.081,-0.430
378,troubles,-0.222,0.559
378,great,0.531,-0.204
379,abomination,-0.075,0.482
379,broken,-0.368,0.308
380,poor,-0.538,0.133
380,silence,-0.375,-0.174
381,sister,0.168,-0.420
381,order,0.269,-0.330
382,steal,-0.048,0.593
382,violent,0.090,0.574
383,advanced,0.445,-0.151
383,dejected,-0.234,0.386
384,rest,-0.101,-0.532
384,glad,0.516,-0.127
385,kind,0.169,-0.476
385,true,0.367,-0.319
386,sleep,-0.203,-0.448
386,trembling,-0.134,0.449
387,peace,0.136,-0.550
387,honest,0.276,-0.468
388,evil,-0.040,0.560
388,hasty,-0.027,0.488
389,rage,0.091,0.577
389,life,0.497,-0.209
390,calm,-0.162,-0.556
390,misfortune,-0.205,0.479
391,meditation,-0.055,-0.470
391,deserted,-0.388,0.223
392,terrifying,0.001,0.575
392,joyous,0.431,-0.266
393,fortune,0.592,-0.133
393,money,0.459,-0.160
394,confidence,0.442,-0.467
394,feeble,-0.559,0.080
395,effort,0.490,0.064
395,little,-0.428,-0.163
396,menacing,0.057,0.599
396,terrible,0.023,0.563
397,frightened,-0.199,0.459
397,tremble,-0.061,0.489
398,attitude,0.459,-0.073
398,blue,-0.252,-0.365
399,shining,0.500,-0.146
399,advanced,0.445,-0.151
400,terrified,-0.094,0.569
400,great,0.531,-0.204
401,lost,-0.327,0.315
401,deserted,-0.388,0.223
402,incredible,0.610,-0.037
402,fury,0.088,0.583
403,poor,-0.538,0.133
403,child,0.123,-0.329
404,violence,0.147,0.625
404,thief,-0.061,0.563
405,died,-0.292,0.443
405,shout,0.027,0.487
406,burst,0.267,0.535
406,feeble,-0.559,0.080
407,evil,-0.040,0.560
407,action,0.538,0.099
408,conquer,0.616,0.137
408,hatred,-0.120,0.571
409,intoxicated,-0.239,0.517
409,life,0.497,-0.209
410,monster,0.094,0.569
410,angel,0.186,-0.521
411,hurt,-0.239,0.496
411,painful,-0.232,0.485
412,supreme,0.594,-0.068
412,power,0.518,-0.022
413,less,-0.520,-0.026
413,intelligence,0.486,-0.164
414,chaos,-0.131,0.636
414,terror,-0.084,0.585
415,wretch,-0.330,0.437
415,despair,-0.236,0.470
416,sinister,0.061,0.548
416,unhappiness,-0.347,0.379
417,horrified,-0.141,0.592
417,violent,0.090,0.574
418,great,0.531,-0.204
418,resplendent,0.469,-0.163
419,magnificent,0.614,-0.221
419,extraordinary,0.603,-0.167
420,crime,0.092,0.621
420,monstrous,0.117,0.605
421,weep,-0.408,0.392
421,paradise,0.420,-0.231
422,majesty,0.539,-0.144
422,lynch,0.005,0.505
423,brilliant,0.560,-0.248
423,action,0.538,0.099
424,grand,0.594,-0.106
424,prince,0.444,-0.290
425,champ,0.584,-0.064
425,celebrated,0.468,-0.129
426,popular,0.440,-0.144
426,imperial,0.459,-0.004
427,glory,0.565,-0.149
427,fatal,-0.081,0.508
428,prize,0.440,-0.090
428,friends,0.309,-0.298
429,happiness,0.593,-0.158
429,future,0.469,-0.169
430,wart,-0.511,0.162
430,little,-0.428,-0.163
431,great,0.531,-0.204
431,liberty,0.499,-0.248
432,talent,0.505,-0.245
432,honest,0.276,-0.468
433,revolution,0.366,0.350
433,amusing,0.482,-0.100
434,consolidate,0.428,-0.300
434,approval,0.439,-0.267
435,divorce,-0.216,0.464
435,charming,0.475,-0.180
436,highness,0.513,-0.038
436,inconvenience,-0.289,0.422
437,genius,0.518,-0.144
437,revolutionary,0.487,0.183
438,glory,0.565,-0.149
438,quarrel,0.009,0.576
439,blind,-0.467,0.139
439,beneath,-0.422,-0.131
440,succeed,0.642,-0.114
440,idle,-0.600,-0.014
441,threatened,-0.124,0.613
441,nature,0.130,-0.470
442,new,0.262,-0.305
442,justice,0.355,-0.150
443,riches,0.596,-0.181
443,battle,0.412,0.420
444,insignificant,-0.580,0.152
444,wrongly,-0.414,0.344
445,wise,0.330,-0.430
445,elegance,0.393,-0.360
446,disturbed,-0.151,0.518
446,ravishing,0.520,0.066
447,serenity,0.060,-0.547
447,life,0.497,-0.209
448,splendor,0.519,-0.217
448,accomplish,0.525,-0.178
449,accident,-0.111,0.545
449,brutal,0.098,0.543
450,ill,-0.473,0.234
450,rosy,0.417,-0.288
451,goodness,0.303,-0.453
451,pity,-0.497,0.159
452,wisdom,0.388,-0.432
452,love,0.383,-0.341
453,pleased,0.455,-0.272
453,family,0.281,-0.413
454,fortune,0.592,-0.133
454,lovely,0.361,-0.322
455,passion,0.516,0.005
455,dream,-0.117,-0.493
456,sadness,-0.568,0.164
456,rich,0.544,-0.171
457,weak,-0.612,0.034
457,weeping,-0.359,0.418
458,leader,0.513,-0.166
458,miracle,0.480,-0.215
459,enthusiastic,0.619,-0.010
459,dazzling,0.551,0.017
460,life,0.497,-0.209
460,sunday,-0.085,-0.414
461,happiness,0.593,-0.158
461,bright,0.433,-0.250
462,perfect,0.493,-0.351
462,grand,0.594,-0.106
463,merry,0.540,-0.176
463,charming,0.475,-0.180
464,famous,0.615,-0.095
464,great,0.531,-0.204
465,friendship,0.293,-0.431
465,sex,0.508,0.092
466,worth,0.471,-0.246
466,manufacture,0.483,-0.114
467,joy,0.606,-0.111
467,energy,0.595,-0.150
468,audacious,0.534,0.099
468,rosy,0.417,-0.288
469,corruption,-0.030,0.554
469,alluring,0.533,-0.060
470,strong,0.608,-0.112
470,brilliant,0.560,-0.248
471,perfection,0.621,-0.088
471,divine,0.521,-0.237
472,invincible,0.651,-0.005
472,love,0.383,-0.341
473,succeed,0.642,-0.114
473,opportunity,0.576,-0.134
474,merry,0.540,-0.176
474,treasures,0.560,-0.064
475,malice,-0.070,0.523
475,wild,0.289,0.438
476,happy,0.558,-0.188
476,life,0.497,-0.209
477,brilliance,0.565,-0.221
477,popularity,0.594,-0.075
478,waste,-0.453,0.325
478,sky,0.029,-0.519
479,charming,0.475,-0.180
479,tiny,-0.427,-0.210
480,famous,0.615,-0.095
480,millionaire,0.583,-0.111
481,inspired,0.500,-0.189
481,love,0.383,-0.341
482,alone,-0.448,-0.121
482,refused,-0.406,0.213
483,happiness,0.593,-0.158
483,radiant,0.507,-0.119
