label,t,power,danger,structure,coverage
The Odyssey,0.04108,0.03219,-0.13149,-0.00444,0.29100
The Odyssey,0.04191,0.03147,-0.13183,-0.00462,0.29100
The Odyssey,0.04273,0.03107,-0.13138,-0.00472,0.29100
The Odyssey,0.04355,0.03264,-0.13119,-0.00475,0.29200
The Odyssey,0.04437,0.03338,-0.13177,-0.00467,0.29200
The Odyssey,0.04519,0.03394,-0.13171,-0.00429,0.29200
The Odyssey,0.04601,0.03474,-0.13167,-0.00445,0.29200
The Odyssey,0.04684,0.03404,-0.13212,-0.00466,0.29100
The Odyssey,0.04766,0.03397,-0.13119,-0.00447,0.29100
The Odyssey,0.04848,0.03324,-0.13019,-0.00474,0.29000
The Odyssey,0.04930,0.03333,-0.13016,-0.00491,0.29000
The Odyssey,0.05012,0.03362,-0.12995,-0.00459,0.29000
The Odyssey,0.05094,0.03355,-0.12984,-0.00450,0.29100
The Odyssey,0.05177,0.03410,-0.12970,-0.00473,0.29100
The Odyssey,0.05259,0.03393,-0.12895,-0.00521,0.29200
The Odyssey,0.05341,0.03487,-0.13006,-0.00558,0.29200
The Odyssey,0.05423,0.03532,-0.12997,-0.00502,0.29100
The Odyssey,0.05505,0.03445,-0.13014,-0.00480,0.29200
The Odyssey,0.05588,0.03428,-0.13076,-0.00480,0.29300
The Odyssey,0.05670,0.03469,-0.13081,-0.00425,0.29300
The Odyssey,0.05752,0.03511,-0.12973,-0.00420,0.29400
The Odyssey,0.05834,0.03417,-0.12997,-0.00404,0.29400
The Odyssey,0.05916,0.03393,-0.13175,-0.00391,0.29400
The Odyssey,0.05998,0.03412,-0.13195,-0.00382,0.29400
The Odyssey,0.06081,0.03299,-0.13173,-0.00370,0.29500
The Odyssey,0.06163,0.03316,-0.13222,-0.00349,0.29500
The Odyssey,0.06245,0.03191,-0.13168,-0.00376,0.29400
The Odyssey,0.06327,0.03163,-0.13060,-0.00393,0.29300
The Odyssey,0.06409,0.03048,-0.13121,-0.00372,0.29200
The Odyssey,0.06491,0.03084,-0.13109,-0.00322,0.29100
The Odyssey,0.06574,0.03072,-0.12988,-0.00335,0.28800
The Odyssey,0.06656,0.03127,-0.12968,-0.00347,0.28900
The Odyssey,0.06738,0.03340,-0.13040,-0.00312,0.28700
The Odyssey,0.06820,0.03291,-0.13076,-0.00377,0.28700
The Odyssey,0.06902,0.03289,-0.13108,-0.00320,0.28800
The Odyssey,0.06984,0.03267,-0.13106,-0.00337,0.28600
The Odyssey,0.07067,0.03149,-0.13137,-0.00301,0.28600
The Odyssey,0.07149,0.03058,-0.13137,-0.00236,0.28500
The Odyssey,0.07231,0.03056,-0.13223,-0.00204,0.28500
The Odyssey,0.07313,0.03047,-0.13238,-0.00202,0.28600
The Odyssey,0.07395,0.02966,-0.13185,-0.00231,0.28600
The Odyssey,0.07477,0.02940,-0.13024,-0.00233,0.28700
The Odyssey,0.07560,0.02894,-0.12993,-0.00266,0.28600
The Odyssey,0.07642,0.02916,-0.13029,-0.00217,0.28700
The Odyssey,0.07724,0.02993,-0.13106,-0.00215,0.28700
The Odyssey,0.07806,0.02937,-0.13101,-0.00185,0.28700
The Odyssey,0.07888,0.02908,-0.13107,-0.00188,0.28700
The Odyssey,0.07970,0.02938,-0.13148,-0.00170,0.28600
The Odyssey,0.08053,0.02971,-0.13255,-0.00138,0.28600
The Odyssey,0.08135,0.02957,-0.13294,-0.00121,0.28600
The Odyssey,0.08217,0.03024,-0.13440,-0.00112,0.28700
The Odyssey,0.08299,0.02903,-0.13540,-0.00143,0.28600
The Odyssey,0.08381,0.02908,-0.13522,-0.00109,0.28700
The Odyssey,0.08463,0.02835,-0.13463,-0.00093,0.28800
The Odyssey,0.08546,0.02730,-0.13405,-0.00079,0.28700
The Odyssey,0.08628,0.02655,-0.13378,-0.00038,0.28500
The Odyssey,0.08710,0.02751,-0.13379,-0.00022,0.28400
The Odyssey,0.08792,0.02702,-0.13369,-0.00001,0.28400
The Odyssey,0.08874,0.02722,-0.13468,0.00011,0.28400
The Odyssey,0.08956,0.02746,-0.13532,0.00039,0.28300
The Odyssey,0.09039,0.02758,-0.13590,0.00034,0.28300
The Odyssey,0.09121,0.02643,-0.13557,-0.00012,0.28300
The Odyssey,0.09203,0.02709,-0.13521,-0.00018,0.28300
The Odyssey,0.09285,0.02758,-0.13458,-0.00039,0.28100
The Odyssey,0.09367,0.02723,-0.13471,0.00018,0.28100
The Odyssey,0.09449,0.02668,-0.13518,0.00019,0.28100
The Odyssey,0.09532,0.02693,-0.13648,0.00032,0.28100
The Odyssey,0.09614,0.02693,-0.13624,0.00037,0.28100
The Odyssey,0.09696,0.02790,-0.13726,0.00022,0.28200
The Odyssey,0.09778,0.02799,-0.13795,0.00015,0.28200
The Odyssey,0.09860,0.02784,-0.13816,-0.00004,0.28200
The Odyssey,0.09942,0.02697,-0.13809,0.00017,0.28100
The Odyssey,0.10025,0.02538,-0.13745,-0.00001,0.28100
The Odyssey,0.10107,0.02468,-0.13757,-0.00005,0.28200
The Odyssey,0.10189,0.02459,-0.13676,0.00023,0.28100
The Odyssey,0.10271,0.02506,-0.13580,0.00046,0.28000
The Odyssey,0.10353,0.02619,-0.13571,0.00067,0.28000
The Odyssey,0.10435,0.02646,-0.13482,0.00060,0.28000
The Odyssey,0.10518,0.02649,-0.13554,0.00053,0.27900
The Odyssey,0.10600,0.02583,-0.13455,0.00018,0.27900
The Odyssey,0.10682,0.02642,-0.13429,0.00016,0.27900
The Odyssey,0.10764,0.02737,-0.13354,0.00013,0.27900
The Odyssey,0.10846,0.02751,-0.13252,0.00063,0.27900
The Odyssey,0.10929,0.02805,-0.13207,0.00059,0.27900
The Odyssey,0.11011,0.02681,-0.13184,0.00047,0.28000
The Odyssey,0.11093,0.02764,-0.13233,0.00081,0.28000
The Odyssey,0.11175,0.02696,-0.13258,0.00095,0.27800
The Odyssey,0.11257,0.02803,-0.13278,0.00066,0.27900
The Odyssey,0.11339,0.02808,-0.13277,0.00054,0.28000
The Odyssey,0.11422,0.02755,-0.13285,0.00064,0.28000
The Odyssey,0.11504,0.02745,-0.13332,0.00051,0.28000
The Odyssey,0.11586,0.02700,-0.13272,0.00032,0.28000
The Odyssey,0.11668,0.02656,-0.13301,0.00090,0.27800
The Odyssey,0.11750,0.02711,-0.13282,0.00103,0.27800
The Odyssey,0.11832,0.02595,-0.13256,0.00100,0.27800
The Odyssey,0.11915,0.02689,-0.13161,0.00103,0.27800
The Odyssey,0.11997,0.02669,-0.13157,0.00135,0.27800
The Odyssey,0.12079,0.02644,-0.13122,0.00158,0.27800
The Odyssey,0.12161,0.02774,-0.13093,0.00150,0.27900
The Odyssey,0.12243,0.02666,-0.13067,0.00134,0.27900
The Odyssey,0.12325,0.02692,-0.13170,0.00145,0.28000
The Odyssey,0.12408,0.02668,-0.13056,0.00138,0.28000
The Odyssey,0.12490,0.02637,-0.13110,0.00160,0.28100
The Odyssey,0.12572,0.02571,-0.13063,0.00154,0.28100
The Odyssey,0.12654,0.02424,-0.13078,0.00143,0.28100
The Odyssey,0.12736,0.02307,-0.13009,0.00133,0.28100
The Odyssey,0.12818,0.02185,-0.12910,0.00148,0.28200
The Odyssey,0.12901,0.02128,-0.12997,0.00160,0.28200
The Odyssey,0.12983,0.02080,-0.12974,0.00173,0.28300
The Odyssey,0.13065,0.01998,-0.13002,0.00202,0.28300
The Odyssey,0.13147,0.02019,-0.13035,0.00211,0.28400
The Odyssey,0.13229,0.01927,-0.13078,0.00236,0.28400
The Odyssey,0.13311,0.01967,-0.13143,0.00228,0.28300
The Odyssey,0.13394,0.01962,-0.13064,0.00245,0.28400
The Odyssey,0.13476,0.01990,-0.13146,0.00228,0.28400
The Odyssey,0.13558,0.02029,-0.13114,0.00250,0.28300
The Odyssey,0.13640,0.02035,-0.13073,0.00218,0.28400
The Odyssey,0.13722,0.01994,-0.13022,0.00212,0.28500
The Odyssey,0.13804,0.01952,-0.12897,0.00276,0.28400
The Odyssey,0.13887,0.01871,-0.12920,0.00239,0.28400
The Odyssey,0.13969,0.01790,-0.12933,0.00224,0.28400
The Odyssey,0.14051,0.01854,-0.12929,0.00195,0.28500
The Odyssey,0.14133,0.01894,-0.12706,0.00239,0.28500
The Odyssey,0.14215,0.01864,-0.12675,0.00262,0.28500
The Odyssey,0.14297,0.01978,-0.12705,0.00283,0.28400
The Odyssey,0.14380,0.01892,-0.12676,0.00237,0.28400
The Odyssey,0.14462,0.01867,-0.12706,0.00236,0.28500
The Odyssey,0.14544,0.01995,-0.12844,0.00251,0.28600
The Odyssey,0.14626,0.02117,-0.12809,0.00223,0.28700
The Odyssey,0.14708,0.02043,-0.12798,0.00183,0.28700
The Odyssey,0.14790,0.02046,-0.12845,0.00198,0.28800
The Odyssey,0.14873,0.02131,-0.12819,0.00223,0.28900
The Odyssey,0.14955,0.01959,-0.12854,0.00170,0.29100
The Odyssey,0.15037,0.01979,-0.12850,0.00161,0.29100
The Odyssey,0.15119,0.01925,-0.12803,0.00112,0.29100
The Odyssey,0.15201,0.01943,-0.12859,0.00113,0.29100
The Odyssey,0.15283,0.01955,-0.12851,0.00112,0.29100
The Odyssey,0.15366,0.02017,-0.12890,0.00087,0.29100
The Odyssey,0.15448,0.01924,-0.12845,0.00065,0.29100
The Odyssey,0.15530,0.01908,-0.12753,0.00049,0.29100
The Odyssey,0.15612,0.01857,-0.12668,0.00036,0.29100
The Odyssey,0.15694,0.01871,-0.12740,0.00034,0.29100
The Odyssey,0.15776,0.01880,-0.12725,0.00066,0.29100
The Odyssey,0.15859,0.01816,-0.12565,0.00052,0.29200
The Odyssey,0.15941,0.01684,-0.12481,0.00055,0.29200
The Odyssey,0.16023,0.01630,-0.12448,-0.00006,0.29300
The Odyssey,0.16105,0.01545,-0.12384,0.00040,0.29200
The Odyssey,0.16187,0.01443,-0.12325,0.00008,0.29300
The Odyssey,0.16270,0.01402,-0.12268,-0.00013,0.29300
The Odyssey,0.16352,0.01387,-0.12201,-0.00003,0.29300
The Odyssey,0.16434,0.01335,-0.12115,0.00027,0.29400
The Odyssey,0.16516,0.01301,-0.11935,0.00016,0.29300
The Odyssey,0.16598,0.01280,-0.11900,-0.00029,0.29200
The Odyssey,0.16680,0.01210,-0.11915,-0.00055,0.29200
The Odyssey,0.16763,0.01288,-0.11935,-0.00081,0.29300
The Odyssey,0.16845,0.01198,-0.11939,-0.00091,0.29400
The Odyssey,0.16927,0.01054,-0.11947,-0.00057,0.29500
The Odyssey,0.17009,0.00966,-0.11922,-0.00058,0.29600
The Odyssey,0.17091,0.00917,-0.11914,-0.00048,0.29700
The Odyssey,0.17173,0.00968,-0.11850,-0.00079,0.29700
The Odyssey,0.17256,0.00941,-0.11869,-0.00051,0.29700
The Odyssey,0.17338,0.01048,-0.11988,0.00009,0.29800
The Odyssey,0.17420,0.01035,-0.12091,-0.00003,0.29800
The Odyssey,0.17502,0.01047,-0.12198,0.00010,0.29800
The Odyssey,0.17584,0.01034,-0.12257,-0.00027,0.29800
The Odyssey,0.17666,0.01190,-0.12412,-0.00022,0.29800
The Odyssey,0.17749,0.01167,-0.12384,-0.00014,0.29800
The Odyssey,0.17831,0.01074,-0.12449,-0.00009,0.29700
The Odyssey,0.17913,0.01050,-0.12410,0.00032,0.29700
The Odyssey,0.17995,0.01097,-0.12416,0.00071,0.29600
The Odyssey,0.18077,0.01083,-0.12391,0.00112,0.29500
The Odyssey,0.18159,0.01102,-0.12325,0.00104,0.29500
The Odyssey,0.18242,0.01233,-0.12354,0.00138,0.29400
The Odyssey,0.18324,0.01302,-0.12310,0.00155,0.29400
The Odyssey,0.18406,0.01449,-0.12437,0.00207,0.29500
The Odyssey,0.18488,0.01456,-0.12429,0.00226,0.29500
The Odyssey,0.18570,0.01400,-0.12397,0.00200,0.29500
The Odyssey,0.18652,0.01497,-0.12552,0.00229,0.29500
The Odyssey,0.18735,0.01523,-0.12571,0.00235,0.29500
The Odyssey,0.18817,0.01613,-0.12617,0.00271,0.29600
The Odyssey,0.18899,0.01432,-0.12653,0.00320,0.29700
The Odyssey,0.18981,0.01303,-0.12704,0.00359,0.29700
The Odyssey,0.19063,0.01358,-0.12806,0.00340,0.29800
The Odyssey,0.19145,0.01489,-0.12901,0.00355,0.29800
The Odyssey,0.19228,0.01571,-0.12954,0.00322,0.29800
The Odyssey,0.19310,0.01506,-0.12982,0.00300,0.29900
The Odyssey,0.19392,0.01543,-0.12905,0.00306,0.29900
The Odyssey,0.19474,0.01458,-0.12872,0.00334,0.29800
The Odyssey,0.19556,0.01499,-0.12852,0.00319,0.29800
The Odyssey,0.19638,0.01463,-0.12861,0.00282,0.30000
The Odyssey,0.19721,0.01426,-0.12810,0.00230,0.30100
The Odyssey,0.19803,0.01451,-0.12830,0.00257,0.30100
The Odyssey,0.19885,0.01516,-0.12844,0.00269,0.30200
The Odyssey,0.19967,0.01483,-0.12879,0.00239,0.30200
The Odyssey,0.20049,0.01539,-0.12893,0.00267,0.30100
The Odyssey,0.20131,0.01576,-0.12899,0.00244,0.30200
The Odyssey,0.20214,0.01518,-0.12950,0.00219,0.30200
The Odyssey,0.20296,0.01610,-0.13009,0.00165,0.30300
The Odyssey,0.20378,0.01632,-0.13029,0.00199,0.30200
The Odyssey,0.20460,0.01796,-0.13140,0.00233,0.30200
The Odyssey,0.20542,0.01831,-0.13170,0.00227,0.30100
The Odyssey,0.20624,0.01846,-0.13243,0.00230,0.30200
The Odyssey,0.20707,0.01830,-0.13305,0.00206,0.30200
The Odyssey,0.20789,0.01858,-0.13423,0.00185,0.30100
The Odyssey,0.20871,0.01862,-0.13536,0.00264,0.30100
The Odyssey,0.20953,0.01891,-0.13569,0.00234,0.30100
The Odyssey,0.21035,0.01938,-0.13569,0.00203,0.30100
The Odyssey,0.21118,0.02063,-0.13572,0.00233,0.30100
The Odyssey,0.21200,0.02082,-0.13662,0.00235,0.30100
The Odyssey,0.21282,0.02091,-0.13793,0.00229,0.30200
The Odyssey,0.21364,0.02059,-0.13833,0.00249,0.30100
The Odyssey,0.21446,0.02153,-0.13790,0.00265,0.30200
The Odyssey,0.21528,0.02039,-0.13718,0.00270,0.30200
The Odyssey,0.21611,0.01928,-0.13707,0.00276,0.30200
The Odyssey,0.21693,0.01936,-0.13688,0.00287,0.30300
The Odyssey,0.21775,0.01863,-0.13672,0.00287,0.30200
The Odyssey,0.21857,0.01897,-0.13742,0.00261,0.30200
The Odyssey,0.21939,0.02036,-0.13750,0.00277,0.30100
The Odyssey,0.22021,0.02038,-0.13848,0.00240,0.30100
The Odyssey,0.22104,0.02075,-0.13733,0.00252,0.30100
The Odyssey,0.22186,0.02047,-0.13722,0.00226,0.30000
The Odyssey,0.22268,0.02042,-0.13739,0.00272,0.30100
The Odyssey,0.22350,0.02011,-0.13794,0.00258,0.30000
The Odyssey,0.22432,0.02085,-0.13839,0.00223,0.30100
The Odyssey,0.22514,0.01979,-0.13881,0.00218,0.30200
The Odyssey,0.22597,0.02107,-0.13948,0.00229,0.30100
The Odyssey,0.22679,0.02169,-0.14059,0.00218,0.30000
The Odyssey,0.22761,0.02060,-0.14030,0.00156,0.30000
The Odyssey,0.22843,0.02103,-0.14069,0.00143,0.29900
The Odyssey,0.22925,0.02087,-0.14065,0.00153,0.29900
The Odyssey,0.23007,0.02146,-0.14066,0.00134,0.29900
The Odyssey,0.23090,0.01935,-0.14065,0.00119,0.29900
The Odyssey,0.23172,0.02066,-0.14020,0.00130,0.29700
The Odyssey,0.23254,0.02075,-0.14057,0.00172,0.29700
The Odyssey,0.23336,0.02163,-0.13981,0.00180,0.29600
The Odyssey,0.23418,0.02094,-0.13858,0.00202,0.29600
The Odyssey,0.23500,0.02160,-0.13838,0.00219,0.29600
The Odyssey,0.23583,0.02196,-0.13804,0.00223,0.29500
The Odyssey,0.23665,0.02234,-0.13785,0.00208,0.29500
The Odyssey,0.23747,0.02268,-0.13805,0.00208,0.29400
The Odyssey,0.23829,0.02321,-0.13946,0.00191,0.29400
The Odyssey,0.23911,0.02482,-0.13942,0.00200,0.29400
The Odyssey,0.23993,0.02502,-0.14018,0.00187,0.29400
The Odyssey,0.24076,0.02557,-0.14074,0.00176,0.29300
The Odyssey,0.24158,0.02651,-0.14032,0.00183,0.29200
The Odyssey,0.24240,0.02691,-0.14048,0.00204,0.29200
The Odyssey,0.24322,0.02810,-0.14024,0.00192,0.29300
The Odyssey,0.24404,0.02941,-0.13992,0.00196,0.29200
The Odyssey,0.24486,0.02952,-0.13899,0.00197,0.29200
The Odyssey,0.24569,0.02991,-0.13895,0.00179,0.29100
The Odyssey,0.24651,0.03184,-0.13984,0.00182,0.29100
The Odyssey,0.24733,0.03224,-0.14134,0.00212,0.29200
The Odyssey,0.24815,0.03293,-0.14147,0.00248,0.29200
The Odyssey,0.24897,0.03287,-0.14124,0.00251,0.29200
The Odyssey,0.24979,0.03220,-0.14159,0.00246,0.29100
The Odyssey,0.25062,0.03301,-0.14095,0.00287,0.29100
The Odyssey,0.25144,0.03372,-0.14112,0.00269,0.28900
The Odyssey,0.25226,0.03518,-0.14227,0.00262,0.29000
The Odyssey,0.25308,0.03590,-0.14125,0.00241,0.29000
The Odyssey,0.25390,0.03614,-0.14060,0.00269,0.29100
The Odyssey,0.25472,0.03569,-0.13935,0.00261,0.29000
The Odyssey,0.25555,0.03496,-0.13837,0.00255,0.28800
The Odyssey,0.25637,0.03521,-0.13779,0.00265,0.28800
The Odyssey,0.25719,0.03501,-0.13756,0.00252,0.28900
The Odyssey,0.25801,0.03537,-0.13669,0.00237,0.28900
The Odyssey,0.25883,0.03539,-0.13644,0.00218,0.28900
The Odyssey,0.25965,0.03606,-0.13676,0.00235,0.29000
The Odyssey,0.26048,0.03725,-0.13630,0.00232,0.29100
The Odyssey,0.26130,0.03663,-0.13623,0.00242,0.29100
The Odyssey,0.26212,0.03547,-0.13678,0.00216,0.29100
The Odyssey,0.26294,0.03661,-0.13714,0.00201,0.29100
The Odyssey,0.26376,0.03597,-0.13735,0.00185,0.29200
The Odyssey,0.26459,0.03617,-0.13771,0.00190,0.29200
The Odyssey,0.26541,0.03667,-0.13829,0.00184,0.29100
The Odyssey,0.26623,0.03526,-0.13797,0.00107,0.29000
The Odyssey,0.26705,0.03463,-0.13712,0.00081,0.28900
The Odyssey,0.26787,0.03484,-0.13636,0.00117,0.28800
The Odyssey,0.26869,0.03384,-0.13504,0.00115,0.28700
The Odyssey,0.26952,0.03368,-0.13532,0.00114,0.28800
The Odyssey,0.27034,0.03382,-0.13658,0.00087,0.28700
The Odyssey,0.27116,0.03535,-0.13624,0.00043,0.28700
The Odyssey,0.27198,0.03677,-0.13563,0.00007,0.28700
The Odyssey,0.27280,0.03767,-0.13548,-0.00001,0.28600
The Odyssey,0.27362,0.03739,-0.13590,0.00003,0.28600
The Odyssey,0.27445,0.03792,-0.13599,0.00036,0.28700
The Odyssey,0.27527,0.03945,-0.13604,0.00055,0.28500
The Odyssey,0.27609,0.04025,-0.13660,0.00019,0.28600
The Odyssey,0.27691,0.04011,-0.13564,-0.00011,0.28600
The Odyssey,0.27773,0.03889,-0.13522,-0.00025,0.28500
The Odyssey,0.27855,0.03844,-0.13311,0.00033,0.28400
The Odyssey,0.27938,0.03788,-0.13244,0.00032,0.28300
The Odyssey,0.28020,0.03709,-0.13322,0.00064,0.28400
The Odyssey,0.28102,0.03656,-0.13274,0.00064,0.28300
The Odyssey,0.28184,0.03700,-0.13282,0.00130,0.28400
The Odyssey,0.28266,0.03682,-0.13254,0.00122,0.28500
The Odyssey,0.28348,0.03595,-0.13334,0.00186,0.28500
The Odyssey,0.28431,0.03627,-0.13341,0.00185,0.28500
The Odyssey,0.28513,0.03467,-0.13345,0.00208,0.28400
The Odyssey,0.28595,0.03442,-0.13358,0.00214,0.28400
The Odyssey,0.28677,0.03307,-0.13287,0.00185,0.28400
The Odyssey,0.28759,0.03263,-0.13219,0.00193,0.28400
The Odyssey,0.28841,0.03233,-0.13197,0.00180,0.28400
The Odyssey,0.28924,0.03363,-0.13206,0.00203,0.28300
The Odyssey,0.29006,0.03366,-0.13197,0.00237,0.28400
The Odyssey,0.29088,0.03442,-0.13106,0.00172,0.28300
The Odyssey,0.29170,0.03424,-0.13019,0.00206,0.28300
The Odyssey,0.29252,0.03330,-0.12990,0.00200,0.28200
The Odyssey,0.29334,0.03209,-0.12965,0.00181,0.28200
The Odyssey,0.29417,0.03246,-0.12902,0.00162,0.28100
The Odyssey,0.29499,0.03318,-0.12724,0.00159,0.28100
The Odyssey,0.29581,0.03338,-0.12673,0.00145,0.28000
The Odyssey,0.29663,0.03233,-0.12520,0.00068,0.27900
The Odyssey,0.29745,0.03285,-0.12495,0.00057,0.27900
The Odyssey,0.29827,0.03394,-0.12579,0.00042,0.27900
The Odyssey,0.29910,0.03307,-0.12513,0.00040,0.27800
The Odyssey,0.29992,0.03325,-0.12498,0.00030,0.27900
The Odyssey,0.30074,0.03190,-0.12397,0.00067,0.27900
The Odyssey,0.30156,0.03084,-0.12405,0.00024,0.27900
The Odyssey,0.30238,0.03119,-0.12355,0.00085,0.27900
The Odyssey,0.30320,0.03105,-0.12537,0.00120,0.28000
The Odyssey,0.30403,0.03128,-0.12539,0.00156,0.28000
The Odyssey,0.30485,0.03090,-0.12477,0.00119,0.28000
The Odyssey,0.30567,0.03082,-0.12478,0.00142,0.28100
The Odyssey,0.30649,0.02948,-0.12329,0.00181,0.28000
The Odyssey,0.30731,0.02933,-0.12173,0.00189,0.27900
The Odyssey,0.30813,0.02863,-0.11929,0.00143,0.27900
The Odyssey,0.30896,0.02883,-0.11837,0.00144,0.27900
The Odyssey,0.30978,0.02781,-0.11792,0.00127,0.27900
The Odyssey,0.31060,0.02616,-0.11723,0.00131,0.28000
The Odyssey,0.31142,0.02590,-0.11595,0.00113,0.28000
The Odyssey,0.31224,0.02435,-0.11480,0.00105,0.28000
The Odyssey,0.31306,0.02506,-0.11435,0.00078,0.27900
The Odyssey,0.31389,0.02392,-0.11342,0.00065,0.27900
The Odyssey,0.31471,0.02325,-0.11254,0.00015,0.27900
The Odyssey,0.31553,0.02310,-0.11213,0.00003,0.28000
The Odyssey,0.31635,0.02476,-0.11276,-0.00019,0.28000
The Odyssey,0.31717,0.02500,-0.11284,-0.00049,0.28100
The Odyssey,0.31800,0.02498,-0.11282,-0.00043,0.28300
The Odyssey,0.31882,0.02482,-0.11307,-0.00035,0.28400
The Odyssey,0.31964,0.02400,-0.11284,-0.00019,0.28400
The Odyssey,0.32046,0.02359,-0.11239,0.00040,0.28300
The Odyssey,0.32128,0.02388,-0.11328,0.00051,0.28300
The Odyssey,0.32210,0.02364,-0.11279,0.00045,0.28300
The Odyssey,0.32293,0.02252,-0.11216,0.00086,0.28300
The Odyssey,0.32375,0.02186,-0.11263,0.00076,0.28300
The Odyssey,0.32457,0.02111,-0.11212,0.00093,0.28300
The Odyssey,0.32539,0.02050,-0.11243,0.00092,0.28200
The Odyssey,0.32621,0.01977,-0.11239,0.00131,0.28200
The Odyssey,0.32703,0.01939,-0.11423,0.00122,0.28200
The Odyssey,0.32786,0.01918,-0.11490,0.00130,0.28200
The Odyssey,0.32868,0.01678,-0.11447,0.00081,0.28100
The Odyssey,0.32950,0.01702,-0.11472,0.00067,0.28100
The Odyssey,0.33032,0.01659,-0.11477,0.00023,0.28000
The Odyssey,0.33114,0.01687,-0.11453,0.00028,0.28000
The Odyssey,0.33196,0.01777,-0.11438,0.00069,0.28000
The Odyssey,0.33279,0.01739,-0.11534,0.00045,0.28100
The Odyssey,0.33361,0.01678,-0.11576,0.00009,0.28100
The Odyssey,0.33443,0.01581,-0.11462,0.00033,0.28200
The Odyssey,0.33525,0.01593,-0.11561,0.00064,0.28100
The Odyssey,0.33607,0.01550,-0.11713,0.00071,0.28100
The Odyssey,0.33689,0.01533,-0.11696,0.00065,0.28200
The Odyssey,0.33772,0.01519,-0.11635,0.00025,0.28200
The Odyssey,0.33854,0.01484,-0.11598,0.00046,0.28200
The Odyssey,0.33936,0.01440,-0.11469,0.00066,0.28100
The Odyssey,0.34018,0.01280,-0.11382,0.00125,0.28000
The Odyssey,0.34100,0.01178,-0.11319,0.00132,0.27900
The Odyssey,0.34182,0.01062,-0.11197,0.00080,0.27800
The Odyssey,0.34265,0.00956,-0.11173,0.00066,0.27800
The Odyssey,0.34347,0.00979,-0.11139,0.00046,0.27800
The Odyssey,0.34429,0.01155,-0.11028,0.00049,0.27900
The Odyssey,0.34511,0.01156,-0.10964,0.00030,0.27900
The Odyssey,0.34593,0.01199,-0.10990,0.00058,0.27900
The Odyssey,0.34675,0.01121,-0.10963,-0.00008,0.27900
The Odyssey,0.34758,0.01008,-0.10797,0.00027,0.27900
The Odyssey,0.34840,0.01018,-0.10887,0.00024,0.28100
The Odyssey,0.34922,0.01087,-0.11007,0.00012,0.28200
The Odyssey,0.35004,0.01029,-0.11157,-0.00002,0.28300
The Odyssey,0.35086,0.00996,-0.11179,0.00004,0.28300
The Odyssey,0.35168,0.00919,-0.11117,0.00031,0.28200
The Odyssey,0.35251,0.00902,-0.11040,0.00069,0.28300
The Odyssey,0.35333,0.00865,-0.11023,0.00092,0.28100
The Odyssey,0.35415,0.00783,-0.11081,0.00142,0.28100
The Odyssey,0.35497,0.00690,-0.11147,0.00160,0.28200
The Odyssey,0.35579,0.00601,-0.11019,0.00130,0.28100
The Odyssey,0.35661,0.00508,-0.10914,0.00129,0.28100
The Odyssey,0.35744,0.00336,-0.10871,0.00110,0.28100
The Odyssey,0.35826,0.00230,-0.10829,0.00144,0.28100
The Odyssey,0.35908,0.00228,-0.10968,0.00114,0.28100
The Odyssey,0.35990,0.00262,-0.11028,0.00116,0.28100
The Odyssey,0.36072,0.00331,-0.11130,0.00144,0.28100
The Odyssey,0.36154,0.00387,-0.11142,0.00155,0.28100
The Odyssey,0.36237,0.00412,-0.11070,0.00136,0.28100
The Odyssey,0.36319,0.00388,-0.11083,0.00119,0.28300
The Odyssey,0.36401,0.00259,-0.10980,0.00092,0.28300
The Odyssey,0.36483,0.00237,-0.11104,0.00095,0.28300
The Odyssey,0.36565,0.00277,-0.11022,0.00088,0.28100
The Odyssey,0.36647,0.00275,-0.10937,0.00071,0.28000
The Odyssey,0.36730,0.00289,-0.10857,0.00065,0.28000
The Odyssey,0.36812,0.00250,-0.10811,0.00009,0.28100
The Odyssey,0.36894,0.00218,-0.10794,-0.00004,0.28100
The Odyssey,0.36976,0.00108,-0.10767,-0.00004,0.28100
The Odyssey,0.37058,0.00058,-0.10602,0.00047,0.28100
The Odyssey,0.37141,-0.00104,-0.10481,0.00008,0.28100
The Odyssey,0.37223,-0.00273,-0.10352,-0.00023,0.28100
The Odyssey,0.37305,-0.00256,-0.10328,-0.00042,0.28200
The Odyssey,0.37387,-0.00359,-0.10346,-0.00058,0.28300
The Odyssey,0.37469,-0.00362,-0.10377,-0.00045,0.28400
The Odyssey,0.37551,-0.00324,-0.10257,-0.00044,0.28500
The Odyssey,0.37634,-0.00382,-0.10176,-0.00004,0.28500
The Odyssey,0.37716,-0.00360,-0.10239,-0.00015,0.28600
The Odyssey,0.37798,-0.00344,-0.10241,-0.00017,0.28800
The Odyssey,0.37880,-0.00258,-0.10461,0.00012,0.28900
The Odyssey,0.37962,-0.00217,-0.10444,0.00013,0.28800
The Odyssey,0.38044,-0.00183,-0.10483,0.00018,0.28900
The Odyssey,0.38127,-0.00160,-0.10525,-0.00006,0.28900
The Odyssey,0.38209,-0.00051,-0.10565,-0.00019,0.28900
The Odyssey,0.38291,-0.00017,-0.10679,-0.00059,0.28900
The Odyssey,0.38373,0.00021,-0.10639,-0.00026,0.28900
The Odyssey,0.38455,0.00003,-0.10528,-0.00084,0.28900
The Odyssey,0.38537,-0.00028,-0.10410,-0.00105,0.28800
