label,t,power,danger,structure,coverage
Les Miserables,0.69894,0.01131,-0.11286,-0.00307,0.31100
Les Miserables,0.69912,0.01015,-0.11290,-0.00240,0.31000
Les Miserables,0.69930,0.00965,-0.11269,-0.00251,0.30900
Les Miserables,0.69948,0.00920,-0.11347,-0.00275,0.30900
Les Miserables,0.69966,0.00861,-0.11396,-0.00317,0.30900
Les Miserables,0.69984,0.00672,-0.11406,-0.00286,0.30800
Les Miserables,0.70002,0.00505,-0.11401,-0.00259,0.30800
Les Miserables,0.70020,0.00386,-0.11325,-0.00204,0.30800
Les Miserables,0.70038,0.00349,-0.11410,-0.00188,0.30800
Les Miserables,0.70056,0.00280,-0.11321,-0.00175,0.31000
Les Miserables,0.70074,0.00258,-0.11271,-0.00145,0.30900
Les Miserables,0.70091,0.00252,-0.11297,-0.00142,0.30900
Les Miserables,0.70109,0.00257,-0.11498,-0.00125,0.30800
Les Miserables,0.70127,0.00315,-0.11555,-0.00121,0.30600
Les Miserables,0.70145,0.00197,-0.11646,-0.00093,0.30700
Les Miserables,0.70163,0.00162,-0.11637,-0.00118,0.30700
Les Miserables,0.70181,0.00038,-0.11645,-0.00161,0.30700
Les Miserables,0.70199,0.00108,-0.11541,-0.00164,0.30600
Les Miserables,0.70217,0.00076,-0.11546,-0.00168,0.30700
Les Miserables,0.70235,0.00124,-0.11564,-0.00184,0.30700
Les Miserables,0.70253,0.00133,-0.11394,-0.00196,0.30700
Les Miserables,0.70271,0.00111,-0.11361,-0.00241,0.30700
Les Miserables,0.70289,0.00126,-0.11382,-0.00251,0.30700
Les Miserables,0.70307,0.00117,-0.11323,-0.00223,0.30900
Les Miserables,0.70325,0.00088,-0.11285,-0.00251,0.31000
Les Miserables,0.70342,0.00056,-0.11270,-0.00263,0.30900
Les Miserables,0.70360,0.00166,-0.11191,-0.00252,0.30900
Les Miserables,0.70378,0.00143,-0.11140,-0.00251,0.30900
Les Miserables,0.70396,0.00068,-0.11114,-0.00291,0.31000
Les Miserables,0.70414,-0.00027,-0.11011,-0.00289,0.31000
Les Miserables,0.70432,-0.00042,-0.10918,-0.00342,0.31000
Les Miserables,0.70450,0.00037,-0.10817,-0.00343,0.31000
Les Miserables,0.70468,0.00080,-0.10858,-0.00417,0.31100
Les Miserables,0.70486,0.00050,-0.10723,-0.00440,0.31100
Les Miserables,0.70504,0.00118,-0.10716,-0.00411,0.31100
Les Miserables,0.70522,0.00020,-0.10745,-0.00401,0.31100
Les Miserables,0.70540,0.00023,-0.10745,-0.00389,0.31300
Les Miserables,0.70558,0.00009,-0.10836,-0.00380,0.31200
Les Miserables,0.70576,0.00146,-0.10874,-0.00352,0.31300
Les Miserables,0.70594,-0.00038,-0.10748,-0.00331,0.31300
Les Miserables,0.70611,-0.00106,-0.10702,-0.00309,0.31400
Les Miserables,0.70629,-0.00129,-0.10689,-0.00308,0.31400
Les Miserables,0.70647,-0.00104,-0.10767,-0.00325,0.31300
Les Miserables,0.70665,-0.00156,-0.10814,-0.00341,0.31400
Les Miserables,0.70683,-0.00223,-0.10714,-0.00370,0.31400
Les Miserables,0.70701,-0.00135,-0.10670,-0.00343,0.31400
Les Miserables,0.70719,-0.00040,-0.10685,-0.00363,0.31600
Les Miserables,0.70737,0.00008,-0.10544,-0.00337,0.31500
Les Miserables,0.70755,-0.00155,-0.10465,-0.00310,0.31500
Les Miserables,0.70773,-0.00271,-0.10444,-0.00307,0.31400
Les Miserables,0.70791,-0.00388,-0.10426,-0.00307,0.31400
Les Miserables,0.70809,-0.00318,-0.10325,-0.00302,0.31300
Les Miserables,0.70827,-0.00433,-0.10247,-0.00277,0.31200
Les Miserables,0.70845,-0.00532,-0.10281,-0.00301,0.31300
Les Miserables,0.70862,-0.00602,-0.10246,-0.00328,0.31400
Les Miserables,0.70880,-0.00621,-0.10278,-0.00286,0.31500
Les Miserables,0.70898,-0.00584,-0.10231,-0.00279,0.31500
Les Miserables,0.70916,-0.00442,-0.10261,-0.00277,0.31500
Les Miserables,0.70934,-0.00372,-0.10361,-0.00259,0.31400
Les Miserables,0.70952,-0.00319,-0.10284,-0.00259,0.31300
Les Miserables,0.70970,-0.00257,-0.10380,-0.00233,0.31100
Les Miserables,0.70988,-0.00251,-0.10526,-0.00267,0.31100
Les Miserables,0.71006,-0.00304,-0.10442,-0.00255,0.31200
Les Miserables,0.71024,-0.00393,-0.10374,-0.00255,0.31200
Les Miserables,0.71042,-0.00382,-0.10285,-0.00286,0.31200
Les Miserables,0.71060,-0.00390,-0.10173,-0.00282,0.31100
Les Miserables,0.71078,-0.00436,-0.10186,-0.00275,0.30900
Les Miserables,0.71096,-0.00452,-0.10184,-0.00271,0.31000
Les Miserables,0.71114,-0.00366,-0.10185,-0.00285,0.30900
Les Miserables,0.71131,-0.00272,-0.10279,-0.00296,0.30700
Les Miserables,0.71149,-0.00248,-0.10456,-0.00292,0.30700
Les Miserables,0.71167,-0.00207,-0.10615,-0.00277,0.30700
Les Miserables,0.71185,-0.00223,-0.10710,-0.00310,0.30600
Les Miserables,0.71203,-0.00167,-0.10808,-0.00295,0.30500
Les Miserables,0.71221,-0.00126,-0.10878,-0.00317,0.30500
Les Miserables,0.71239,-0.00068,-0.10896,-0.00310,0.30500
Les Miserables,0.71257,-0.00026,-0.10807,-0.00314,0.30400
Les Miserables,0.71275,-0.00152,-0.10867,-0.00325,0.30400
Les Miserables,0.71293,-0.00041,-0.10814,-0.00350,0.30500
Les Miserables,0.71311,0.00011,-0.10812,-0.00370,0.30500
Les Miserables,0.71329,-0.00009,-0.10809,-0.00250,0.30600
Les Miserables,0.71347,-0.00006,-0.11058,-0.00265,0.30500
Les Miserables,0.71365,-0.00028,-0.10979,-0.00278,0.30400
Les Miserables,0.71382,0.00161,-0.10806,-0.00361,0.30500
Les Miserables,0.71400,0.00268,-0.10772,-0.00381,0.30500
Les Miserables,0.71418,0.00309,-0.10703,-0.00389,0.30600
Les Miserables,0.71436,0.00479,-0.10442,-0.00396,0.30800
Les Miserables,0.71454,0.00429,-0.10326,-0.00407,0.31000
Les Miserables,0.71472,0.00457,-0.10324,-0.00388,0.31000
Les Miserables,0.71490,0.00573,-0.10160,-0.00373,0.31100
Les Miserables,0.71508,0.00676,-0.10165,-0.00383,0.31200
Les Miserables,0.71526,0.00644,-0.10025,-0.00405,0.31100
Les Miserables,0.71544,0.00652,-0.09916,-0.00459,0.31100
Les Miserables,0.71562,0.00793,-0.09832,-0.00511,0.31100
Les Miserables,0.71580,0.00890,-0.09668,-0.00528,0.31100
Les Miserables,0.71598,0.01104,-0.09609,-0.00555,0.31100
Les Miserables,0.71616,0.01097,-0.09498,-0.00583,0.31000
Les Miserables,0.71633,0.01212,-0.09347,-0.00543,0.31000
Les Miserables,0.71651,0.01302,-0.09147,-0.00546,0.31100
Les Miserables,0.71669,0.01395,-0.09069,-0.00581,0.31000
Les Miserables,0.71687,0.01456,-0.08955,-0.00585,0.30900
Les Miserables,0.71705,0.01440,-0.08905,-0.00650,0.30900
Les Miserables,0.71723,0.01574,-0.08940,-0.00693,0.30900
Les Miserables,0.71741,0.01723,-0.08891,-0.00693,0.30800
Les Miserables,0.71759,0.01823,-0.08760,-0.00681,0.30800
Les Miserables,0.71777,0.01845,-0.08682,-0.00666,0.30800
Les Miserables,0.71795,0.01962,-0.08439,-0.00757,0.30800
Les Miserables,0.71813,0.02039,-0.08415,-0.00781,0.30800
Les Miserables,0.71831,0.02213,-0.08424,-0.00790,0.31000
Les Miserables,0.71849,0.02289,-0.08485,-0.00827,0.30900
Les Miserables,0.71867,0.02270,-0.08411,-0.00826,0.31000
Les Miserables,0.71885,0.02303,-0.08380,-0.00839,0.31000
Les Miserables,0.71902,0.02353,-0.08380,-0.00866,0.31100
Les Miserables,0.71920,0.02385,-0.08341,-0.00894,0.31300
Les Miserables,0.71938,0.02563,-0.08352,-0.00923,0.31300
Les Miserables,0.71956,0.02603,-0.08213,-0.00889,0.31300
Les Miserables,0.71974,0.02897,-0.08176,-0.00876,0.31300
Les Miserables,0.71992,0.02871,-0.08115,-0.00899,0.31300
Les Miserables,0.72010,0.02821,-0.07958,-0.00918,0.31300
Les Miserables,0.72028,0.02774,-0.07847,-0.00948,0.31200
Les Miserables,0.72046,0.02754,-0.07982,-0.00963,0.31200
Les Miserables,0.72064,0.02747,-0.07917,-0.00937,0.31000
Les Miserables,0.72082,0.02807,-0.07846,-0.00959,0.31100
Les Miserables,0.72100,0.02809,-0.07894,-0.01029,0.31000
Les Miserables,0.72118,0.02788,-0.07833,-0.01051,0.30900
Les Miserables,0.72136,0.02820,-0.07767,-0.01055,0.30900
Les Miserables,0.72153,0.02818,-0.07796,-0.01077,0.30800
Les Miserables,0.72171,0.02787,-0.07726,-0.01095,0.30800
Les Miserables,0.72189,0.02940,-0.07579,-0.01135,0.30800
Les Miserables,0.72207,0.02920,-0.07587,-0.01172,0.30800
Les Miserables,0.72225,0.02850,-0.07525,-0.01165,0.30800
Les Miserables,0.72243,0.02724,-0.07432,-0.01183,0.30600
Les Miserables,0.72261,0.02658,-0.07380,-0.01198,0.30500
Les Miserables,0.72279,0.02645,-0.07399,-0.01231,0.30500
Les Miserables,0.72297,0.02560,-0.07345,-0.01320,0.30300
Les Miserables,0.72315,0.02541,-0.07198,-0.01315,0.30400
Les Miserables,0.72333,0.02596,-0.07010,-0.01320,0.30300
Les Miserables,0.72351,0.02531,-0.06995,-0.01349,0.30400
Les Miserables,0.72369,0.02307,-0.06848,-0.01401,0.30600
Les Miserables,0.72387,0.02300,-0.06937,-0.01439,0.30600
Les Miserables,0.72405,0.02363,-0.06870,-0.01473,0.30500
Les Miserables,0.72422,0.02330,-0.06755,-0.01491,0.30400
Les Miserables,0.72440,0.02278,-0.06612,-0.01532,0.30300
Les Miserables,0.72458,0.02189,-0.06440,-0.01592,0.30200
Les Miserables,0.72476,0.02196,-0.06387,-0.01587,0.30100
Les Miserables,0.72494,0.02067,-0.06366,-0.01623,0.30100
Les Miserables,0.72512,0.02005,-0.06228,-0.01613,0.29900
Les Miserables,0.72530,0.02032,-0.06157,-0.01649,0.29900
Les Miserables,0.72548,0.02177,-0.06147,-0.01664,0.29900
Les Miserables,0.72566,0.02196,-0.06089,-0.01677,0.29800
Les Miserables,0.72584,0.02235,-0.05978,-0.01699,0.29800
Les Miserables,0.72602,0.02210,-0.05940,-0.01684,0.29800
Les Miserables,0.72620,0.02179,-0.05886,-0.01711,0.29900
Les Miserables,0.72638,0.02306,-0.05777,-0.01717,0.29900
Les Miserables,0.72656,0.02450,-0.05749,-0.01770,0.29800
Les Miserables,0.72673,0.02468,-0.05643,-0.01794,0.29800
Les Miserables,0.72691,0.02535,-0.05575,-0.01818,0.29800
Les Miserables,0.72709,0.02554,-0.05439,-0.01823,0.29900
Les Miserables,0.72727,0.02596,-0.05358,-0.01792,0.29900
Les Miserables,0.72745,0.02564,-0.05332,-0.01841,0.30000
Les Miserables,0.72763,0.02506,-0.05324,-0.01866,0.30100
Les Miserables,0.72781,0.02522,-0.05270,-0.01884,0.30100
Les Miserables,0.72799,0.02591,-0.05350,-0.01927,0.30000
Les Miserables,0.72817,0.02615,-0.05281,-0.01934,0.30000
Les Miserables,0.72835,0.02610,-0.05293,-0.01932,0.30000
Les Miserables,0.72853,0.02680,-0.05192,-0.01949,0.30000
Les Miserables,0.72871,0.02756,-0.05036,-0.01950,0.30100
Les Miserables,0.72889,0.02802,-0.05006,-0.01932,0.30100
Les Miserables,0.72907,0.02671,-0.04859,-0.01930,0.30100
Les Miserables,0.72925,0.02677,-0.04867,-0.01884,0.30200
Les Miserables,0.72942,0.02647,-0.04770,-0.01917,0.30100
Les Miserables,0.72960,0.02577,-0.04679,-0.01943,0.30100
Les Miserables,0.72978,0.02563,-0.04596,-0.01955,0.30200
Les Miserables,0.72996,0.02538,-0.04552,-0.01920,0.30200
Les Miserables,0.73014,0.02492,-0.04470,-0.01872,0.30200
Les Miserables,0.73032,0.02513,-0.04323,-0.01876,0.30300
Les Miserables,0.73050,0.02584,-0.04327,-0.01891,0.30300
Les Miserables,0.73068,0.02610,-0.04234,-0.01892,0.30300
Les Miserables,0.73086,0.02448,-0.04311,-0.01870,0.30300
Les Miserables,0.73104,0.02456,-0.04363,-0.01855,0.30300
Les Miserables,0.73122,0.02475,-0.04416,-0.01947,0.30100
Les Miserables,0.73140,0.02396,-0.04508,-0.01943,0.30200
Les Miserables,0.73158,0.02325,-0.04481,-0.01963,0.30200
Les Miserables,0.73176,0.02106,-0.04569,-0.01904,0.30300
Les Miserables,0.73193,0.02016,-0.04558,-0.01893,0.30200
Les Miserables,0.73211,0.01890,-0.04488,-0.01904,0.30000
Les Miserables,0.73229,0.01713,-0.04647,-0.01884,0.30000
Les Miserables,0.73247,0.01864,-0.04705,-0.01897,0.29900
Les Miserables,0.73265,0.01839,-0.04733,-0.01928,0.30000
Les Miserables,0.73283,0.01772,-0.04818,-0.01962,0.29900
Les Miserables,0.73301,0.01567,-0.04797,-0.01948,0.29800
Les Miserables,0.73319,0.01534,-0.04814,-0.01904,0.29900
Les Miserables,0.73337,0.01524,-0.04928,-0.01848,0.29900
Les Miserables,0.73355,0.01435,-0.04872,-0.01811,0.29900
Les Miserables,0.73373,0.01336,-0.04994,-0.01788,0.29900
Les Miserables,0.73391,0.01189,-0.05060,-0.01798,0.30000
Les Miserables,0.73409,0.01181,-0.05075,-0.01748,0.30000
Les Miserables,0.73427,0.01179,-0.05165,-0.01808,0.29900
Les Miserables,0.73445,0.01087,-0.05336,-0.01820,0.29800
Les Miserables,0.73462,0.00979,-0.05379,-0.01809,0.29800
Les Miserables,0.73480,0.00944,-0.05354,-0.01774,0.29700
Les Miserables,0.73498,0.01025,-0.05299,-0.01762,0.29700
Les Miserables,0.73516,0.00931,-0.05264,-0.01697,0.29600
Les Miserables,0.73534,0.00797,-0.05283,-0.01690,0.29500
Les Miserables,0.73552,0.00732,-0.05343,-0.01660,0.29500
Les Miserables,0.73570,0.00772,-0.05421,-0.01633,0.29600
Les Miserables,0.73588,0.00690,-0.05719,-0.01602,0.29500
Les Miserables,0.73606,0.00748,-0.05819,-0.01552,0.29400
Les Miserables,0.73624,0.00574,-0.05820,-0.01546,0.29300
Les Miserables,0.73642,0.00528,-0.05817,-0.01557,0.29300
Les Miserables,0.73660,0.00447,-0.06027,-0.01565,0.29200
Les Miserables,0.73678,0.00201,-0.06078,-0.01541,0.29100
Les Miserables,0.73696,0.00032,-0.06053,-0.01555,0.29100
Les Miserables,0.73713,-0.00176,-0.05965,-0.01552,0.29000
Les Miserables,0.73731,-0.00319,-0.05869,-0.01547,0.29000
Les Miserables,0.73749,-0.00365,-0.06016,-0.01572,0.28900
Les Miserables,0.73767,-0.00646,-0.06133,-0.01543,0.29000
Les Miserables,0.73785,-0.00735,-0.06325,-0.01521,0.29100
Les Miserables,0.73803,-0.00725,-0.06487,-0.01535,0.29000
Les Miserables,0.73821,-0.00846,-0.06559,-0.01512,0.29000
Les Miserables,0.73839,-0.00781,-0.06578,-0.01512,0.29000
Les Miserables,0.73857,-0.00797,-0.06639,-0.01510,0.29000
Les Miserables,0.73875,-0.00798,-0.06650,-0.01476,0.28900
Les Miserables,0.73893,-0.00697,-0.06555,-0.01422,0.28900
Les Miserables,0.73911,-0.00782,-0.06554,-0.01348,0.28900
Les Miserables,0.73929,-0.00923,-0.06651,-0.01330,0.29000
Les Miserables,0.73947,-0.01012,-0.06714,-0.01301,0.28900
Les Miserables,0.73964,-0.01073,-0.06738,-0.01263,0.29000
Les Miserables,0.73982,-0.01304,-0.06992,-0.01208,0.28900
Les Miserables,0.74000,-0.01351,-0.07061,-0.01178,0.28800
Les Miserables,0.74018,-0.01394,-0.07167,-0.01167,0.28700
Les Miserables,0.74036,-0.01462,-0.07284,-0.01163,0.28800
Les Miserables,0.74054,-0.01440,-0.07304,-0.01143,0.28900
Les Miserables,0.74072,-0.01506,-0.07377,-0.01128,0.28800
Les Miserables,0.74090,-0.01486,-0.07424,-0.01102,0.28800
Les Miserables,0.74108,-0.01399,-0.07546,-0.01044,0.28800
Les Miserables,0.74126,-0.01452,-0.07813,-0.01048,0.28800
Les Miserables,0.74144,-0.01391,-0.07706,-0.01036,0.28700
Les Miserables,0.74162,-0.01288,-0.07821,-0.00977,0.28500
Les Miserables,0.74180,-0.01210,-0.07780,-0.00965,0.28600
Les Miserables,0.74198,-0.01173,-0.07960,-0.00971,0.28700
Les Miserables,0.74216,-0.01009,-0.07988,-0.00946,0.28900
Les Miserables,0.74233,-0.00881,-0.07970,-0.00882,0.29000
Les Miserables,0.74251,-0.00787,-0.08120,-0.00842,0.29100
Les Miserables,0.74269,-0.00664,-0.08162,-0.00859,0.29000
Les Miserables,0.74287,-0.00532,-0.08139,-0.00844,0.29100
Les Miserables,0.74305,-0.00439,-0.08197,-0.00849,0.29100
Les Miserables,0.74323,-0.00448,-0.08359,-0.00823,0.29100
Les Miserables,0.74341,-0.00409,-0.08393,-0.00812,0.29100
Les Miserables,0.74359,-0.00364,-0.08284,-0.00822,0.29300
Les Miserables,0.74377,-0.00361,-0.08373,-0.00771,0.29300
Les Miserables,0.74395,-0.00377,-0.08503,-0.00735,0.29400
Les Miserables,0.74413,-0.00376,-0.08643,-0.00696,0.29300
Les Miserables,0.74431,-0.00447,-0.08711,-0.00649,0.29200
Les Miserables,0.74449,-0.00461,-0.08729,-0.00573,0.29100
Les Miserables,0.74467,-0.00456,-0.08690,-0.00566,0.29200
Les Miserables,0.74484,-0.00581,-0.08874,-0.00555,0.29200
Les Miserables,0.74502,-0.00793,-0.08945,-0.00552,0.29200
Les Miserables,0.74520,-0.00829,-0.08989,-0.00526,0.29300
Les Miserables,0.74538,-0.00834,-0.08935,-0.00486,0.29300
Les Miserables,0.74556,-0.00709,-0.09059,-0.00512,0.29400
Les Miserables,0.74574,-0.00730,-0.09084,-0.00438,0.29400
Les Miserables,0.74592,-0.00772,-0.08871,-0.00435,0.29400
Les Miserables,0.74610,-0.00739,-0.08929,-0.00403,0.29400
Les Miserables,0.74628,-0.00712,-0.08935,-0.00400,0.29400
Les Miserables,0.74646,-0.00789,-0.09080,-0.00421,0.29500
Les Miserables,0.74664,-0.00942,-0.09252,-0.00417,0.29500
Les Miserables,0.74682,-0.00944,-0.09259,-0.00429,0.29400
Les Miserables,0.74700,-0.00920,-0.09385,-0.00428,0.29500
Les Miserables,0.74718,-0.01015,-0.09297,-0.00435,0.29600
Les Miserables,0.74736,-0.00900,-0.09312,-0.00381,0.29700
Les Miserables,0.74753,-0.00688,-0.09297,-0.00416,0.29700
Les Miserables,0.74771,-0.00529,-0.09395,-0.00352,0.29700
Les Miserables,0.74789,-0.00480,-0.09357,-0.00390,0.29800
Les Miserables,0.74807,-0.00617,-0.09415,-0.00419,0.29800
Les Miserables,0.74825,-0.00678,-0.09494,-0.00429,0.29800
Les Miserables,0.74843,-0.00721,-0.09568,-0.00440,0.29700
Les Miserables,0.74861,-0.00607,-0.09574,-0.00420,0.29800
Les Miserables,0.74879,-0.00570,-0.09573,-0.00397,0.29800
Les Miserables,0.74897,-0.00628,-0.09497,-0.00448,0.29800
Les Miserables,0.74915,-0.00701,-0.09477,-0.00498,0.29800
Les Miserables,0.74933,-0.00564,-0.09420,-0.00516,0.29800
Les Miserables,0.74951,-0.00556,-0.09511,-0.00486,0.29700
Les Miserables,0.74969,-0.00499,-0.09534,-0.00469,0.29600
Les Miserables,0.74987,-0.00374,-0.09535,-0.00484,0.29500
Les Miserables,0.75004,-0.00228,-0.09544,-0.00480,0.29600
Les Miserables,0.75022,-0.00247,-0.09550,-0.00517,0.29600
Les Miserables,0.75040,-0.00325,-0.09400,-0.00518,0.29600
Les Miserables,0.75058,-0.00393,-0.09381,-0.00463,0.29500
Les Miserables,0.75076,-0.00437,-0.09396,-0.00464,0.29500
Les Miserables,0.75094,-0.00415,-0.09417,-0.00508,0.29500
Les Miserables,0.75112,-0.00392,-0.09455,-0.00529,0.29500
Les Miserables,0.75130,-0.00514,-0.09371,-0.00585,0.29600
Les Miserables,0.75148,-0.00616,-0.09389,-0.00569,0.29600
Les Miserables,0.75166,-0.00607,-0.09399,-0.00610,0.29500
Les Miserables,0.75184,-0.00705,-0.09421,-0.00579,0.29400
Les Miserables,0.75202,-0.00781,-0.09383,-0.00654,0.29400
Les Miserables,0.75220,-0.00843,-0.09439,-0.00654,0.29300
Les Miserables,0.75238,-0.00902,-0.09430,-0.00616,0.29200
Les Miserables,0.75256,-0.00911,-0.09422,-0.00590,0.29100
Les Miserables,0.75273,-0.00918,-0.09493,-0.00609,0.29000
Les Miserables,0.75291,-0.01042,-0.09520,-0.00571,0.28800
Les Miserables,0.75309,-0.01109,-0.09565,-0.00569,0.28800
Les Miserables,0.75327,-0.01142,-0.09640,-0.00582,0.28900
Les Miserables,0.75345,-0.01194,-0.09607,-0.00628,0.28900
Les Miserables,0.75363,-0.01233,-0.09594,-0.00637,0.29000
Les Miserables,0.75381,-0.01204,-0.09516,-0.00601,0.28900
Les Miserables,0.75399,-0.01241,-0.09468,-0.00651,0.28900
Les Miserables,0.75417,-0.01294,-0.09419,-0.00644,0.28900
Les Miserables,0.75435,-0.01270,-0.09426,-0.00610,0.28900
Les Miserables,0.75453,-0.01279,-0.09312,-0.00613,0.28900
Les Miserables,0.75471,-0.01060,-0.09351,-0.00644,0.28900
Les Miserables,0.75489,-0.00944,-0.09384,-0.00616,0.28900
Les Miserables,0.75507,-0.00849,-0.09468,-0.00648,0.28900
Les Miserables,0.75524,-0.00663,-0.09469,-0.00673,0.29000
Les Miserables,0.75542,-0.00672,-0.09401,-0.00672,0.28900
Les Miserables,0.75560,-0.00627,-0.09264,-0.00707,0.28800
Les Miserables,0.75578,-0.00399,-0.09152,-0.00707,0.28900
Les Miserables,0.75596,-0.00384,-0.09045,-0.00655,0.28900
Les Miserables,0.75614,-0.00381,-0.08989,-0.00663,0.28900
Les Miserables,0.75632,-0.00563,-0.08923,-0.00716,0.29000
Les Miserables,0.75650,-0.00587,-0.08853,-0.00748,0.29200
Les Miserables,0.75668,-0.00749,-0.08810,-0.00789,0.29200
Les Miserables,0.75686,-0.00924,-0.08770,-0.00811,0.29200
Les Miserables,0.75704,-0.00920,-0.08812,-0.00840,0.29300
Les Miserables,0.75722,-0.00790,-0.08795,-0.00875,0.29300
Les Miserables,0.75740,-0.00784,-0.08662,-0.00876,0.29300
Les Miserables,0.75758,-0.00721,-0.08596,-0.00898,0.29300
Les Miserables,0.75776,-0.00576,-0.08359,-0.00961,0.29300
Les Miserables,0.75793,-0.00437,-0.08170,-0.01000,0.29500
Les Miserables,0.75811,-0.00300,-0.08158,-0.01064,0.29700
Les Miserables,0.75829,-0.00237,-0.08143,-0.01070,0.29700
Les Miserables,0.75847,-0.00203,-0.08012,-0.01085,0.29700
Les Miserables,0.75865,-0.00122,-0.08004,-0.01069,0.29800
Les Miserables,0.75883,-0.00183,-0.07905,-0.01067,0.29800
Les Miserables,0.75901,-0.00228,-0.07880,-0.01122,0.29700
Les Miserables,0.75919,-0.00303,-0.07781,-0.01118,0.29600
Les Miserables,0.75937,-0.00317,-0.07818,-0.01123,0.29700
Les Miserables,0.75955,-0.00375,-0.07723,-0.01170,0.29700
Les Miserables,0.75973,-0.00454,-0.07626,-0.01181,0.29700
Les Miserables,0.75991,-0.00474,-0.07493,-0.01179,0.29500
Les Miserables,0.76009,-0.00650,-0.07523,-0.01199,0.29500
Les Miserables,0.76027,-0.00860,-0.07591,-0.01236,0.29400
Les Miserables,0.76044,-0.00900,-0.07487,-0.01256,0.29300
Les Miserables,0.76062,-0.01000,-0.07527,-0.01214,0.29300
Les Miserables,0.76080,-0.00950,-0.07481,-0.01213,0.29400
Les Miserables,0.76098,-0.01088,-0.07401,-0.01167,0.29400
Les Miserables,0.76116,-0.01205,-0.07344,-0.01200,0.29400
Les Miserables,0.76134,-0.01335,-0.07248,-0.01244,0.29500
Les Miserables,0.76152,-0.01291,-0.07240,-0.01231,0.29400
Les Miserables,0.76170,-0.01181,-0.07044,-0.01290,0.29400
Les Miserables,0.76188,-0.01155,-0.06924,-0.01360,0.29300
Les Miserables,0.76206,-0.01153,-0.06825,-0.01339,0.29400
Les Miserables,0.76224,-0.01067,-0.06781,-0.01365,0.29500
Les Miserables,0.76242,-0.01066,-0.06775,-0.01408,0.29700
Les Miserables,0.76260,-0.01119,-0.06819,-0.01421,0.29600
Les Miserables,0.76278,-0.01150,-0.06766,-0.01439,0.29600
Les Miserables,0.76295,-0.01072,-0.06795,-0.01444,0.29600
Les Miserables,0.76313,-0.00993,-0.06759,-0.01523,0.29500
Les Miserables,0.76331,-0.00843,-0.06891,-0.01484,0.29400
Les Miserables,0.76349,-0.00875,-0.06618,-0.01450,0.29300
Les Miserables,0.76367,-0.00816,-0.06473,-0.01494,0.29300
Les Miserables,0.76385,-0.00677,-0.06708,-0.01495,0.29200
Les Miserables,0.76403,-0.00713,-0.06580,-0.01490,0.29200
Les Miserables,0.76421,-0.00666,-0.06511,-0.01459,0.29100
Les Miserables,0.76439,-0.00695,-0.06344,-0.01424,0.29100
Les Miserables,0.76457,-0.00527,-0.06336,-0.01424,0.29100
Les Miserables,0.76475,-0.00454,-0.06363,-0.01460,0.29200
Les Miserables,0.76493,-0.00329,-0.06193,-0.01488,0.29200
Les Miserables,0.76511,-0.00203,-0.06106,-0.01530,0.29300
Les Miserables,0.76529,-0.00304,-0.05890,-0.01628,0.29200
Les Miserables,0.76547,-0.00307,-0.05869,-0.01625,0.29200
Les Miserables,0.76564,-0.00296,-0.05738,-0.01718,0.29200
Les Miserables,0.76582,-0.00180,-0.05824,-0.01770,0.29200
Les Miserables,0.76600,0.00044,-0.05813,-0.01827,0.29100
Les Miserables,0.76618,0.00267,-0.05800,-0.01850,0.29200
Les Miserables,0.76636,0.00235,-0.05633,-0.01836,0.29200
Les Miserables,0.76654,0.00173,-0.05666,-0.01828,0.29300
Les Miserables,0.76672,0.00192,-0.05601,-0.01847,0.29400
Les Miserables,0.76690,0.00177,-0.05631,-0.01775,0.29400
Les Miserables,0.76708,0.00248,-0.05494,-0.01712,0.29400
Les Miserables,0.76726,0.00186,-0.05466,-0.01726,0.29300
Les Miserables,0.76744,0.00221,-0.05399,-0.01750,0.29200
Les Miserables,0.76762,0.00222,-0.05402,-0.01788,0.29400
Les Miserables,0.76780,0.00026,-0.05451,-0.01827,0.29400
Les Miserables,0.76798,-0.00107,-0.05368,-0.01888,0.29400
Les Miserables,0.76815,-0.00030,-0.05312,-0.01890,0.29300
Les Miserables,0.76833,-0.00032,-0.05456,-0.01892,0.29300
Les Miserables,0.76851,0.00017,-0.05439,-0.01913,0.29300
Les Miserables,0.76869,0.00090,-0.05422,-0.01883,0.29200
Les Miserables,0.76887,0.00172,-0.05335,-0.01815,0.29300
Les Miserables,0.76905,0.00236,-0.05374,-0.01832,0.29200
Les Miserables,0.76923,0.00271,-0.05279,-0.01767,0.29200
Les Miserables,0.76941,0.00352,-0.05301,-0.01793,0.29300
Les Miserables,0.76959,0.00337,-0.05273,-0.01818,0.29500
Les Miserables,0.76977,0.00439,-0.05286,-0.01814,0.29600
Les Miserables,0.76995,0.00507,-0.05370,-0.01779,0.29600
Les Miserables,0.77013,0.00414,-0.05266,-0.01777,0.29900
Les Miserables,0.77031,0.00430,-0.05280,-0.01813,0.30100
Les Miserables,0.77049,0.00427,-0.05245,-0.01837,0.30200
Les Miserables,0.77067,0.00382,-0.05161,-0.01859,0.30400
Les Miserables,0.77084,0.00499,-0.05031,-0.01870,0.30600
Les Miserables,0.77102,0.00579,-0.04907,-0.01885,0.30700
Les Miserables,0.77120,0.00616,-0.04773,-0.01884,0.30700
Les Miserables,0.77138,0.00627,-0.04726,-0.01875,0.30700
